strategy,model,style,sample_id,language,pred,hit,similarities
S1,arabert,zero-shot,ENG2109,English,A,1,"[1.0, 0.8186906576156616, 0.8571586012840271, 0.8452824950218201]"
S1,arabert,zero-shot,ENG2245,English,B,1,"[0.8504817485809326, 0.9999998807907104, 0.8326594829559326, 0.8889995813369751]"
S1,arabert,zero-shot,ENG1267,English,C,1,"[0.8669704794883728, 0.7892334461212158, 0.9999998807907104, 0.841740608215332]"
S1,arabert,zero-shot,ENG1238,English,D,1,"[0.8053005933761597, 0.8497999310493469, 0.8876121044158936, 1.0]"
S1,arabert,zero-shot,ENG1638,English,A,1,"[1.0000001192092896, 0.8034148216247559, 0.7485494017601013, 0.8199818730354309]"
S1,arabert,zero-shot,ENG0113,English,B,1,"[0.7669282555580139, 0.9999998807907104, 0.7427442669868469, 0.8023711442947388]"
S1,arabert,zero-shot,ENG0148,English,C,1,"[0.7081650495529175, 0.7098551392555237, 1.0000001192092896, 0.6912938356399536]"
S1,arabert,zero-shot,ENG0432,English,D,1,"[0.7441660165786743, 0.9202212691307068, 0.8317846059799194, 1.0000001192092896]"
S1,arabert,zero-shot,ENG1450,English,A,1,"[1.0, 0.8608648777008057, 0.7955189943313599, 0.7259209156036377]"
S1,arabert,zero-shot,ENG0319,English,B,1,"[0.7952701449394226, 1.0, 0.7801125645637512, 0.7942793965339661]"
S1,arabert,zero-shot,ENG2038,English,C,1,"[0.8910622596740723, 0.8708814978599548, 0.9999998807907104, 0.852207362651825]"
S1,arabert,zero-shot,ENG1126,English,D,1,"[0.6583384275436401, 0.6862310767173767, 0.7005985379219055, 1.0000001192092896]"
S1,arabert,zero-shot,ENG1569,English,A,1,"[0.9999999403953552, 0.8614478707313538, 0.8219184875488281, 0.880388081073761]"
S1,arabert,zero-shot,ENG2028,English,B,1,"[0.7545211315155029, 0.9999999403953552, 0.7775572538375854, 0.7383279204368591]"
S1,arabert,zero-shot,ENG0378,English,C,1,"[0.8310195207595825, 0.6459389328956604, 1.0, 0.8254662156105042]"
S1,arabert,zero-shot,ENG0566,English,D,1,"[0.6798261404037476, 0.7335801124572754, 0.7184918522834778, 0.9999999403953552]"
S1,arabert,zero-shot,ENG0304,English,A,1,"[1.0000001192092896, 0.7785332798957825, 0.827812671661377, 0.8718778491020203]"
S1,arabert,zero-shot,ENG0572,English,B,1,"[0.7718439102172852, 1.0, 0.7042470574378967, 0.8110260367393494]"
S1,arabert,zero-shot,ENG0366,English,C,1,"[0.8135710954666138, 0.6861869096755981, 1.0, 0.7914426922798157]"
S1,arabert,zero-shot,ENG0819,English,D,1,"[0.6646779775619507, 0.780362069606781, 0.6755576729774475, 1.0]"
S1,arabert,zero-shot,ENG2013,English,A,1,"[1.0, 0.8380914926528931, 0.7335798740386963, 0.8203469514846802]"
S1,arabert,zero-shot,ENG0068,English,B,1,"[0.7960189580917358, 0.9999999403953552, 0.8124130368232727, 0.8210862874984741]"
S1,arabert,zero-shot,ENG1613,English,C,1,"[0.8618669509887695, 0.7275275588035583, 0.9999998211860657, 0.8252093195915222]"
S1,arabert,zero-shot,ENG0225,English,D,1,"[0.7691887617111206, 0.7493558526039124, 0.8390449285507202, 1.0000001192092896]"
S1,arabert,zero-shot,ENG1589,English,A,1,"[0.9999999403953552, 0.7940142154693604, 0.6844877600669861, 0.6780556440353394]"
S1,arabert,zero-shot,ENG1956,English,B,1,"[0.8785884976387024, 0.9999998807907104, 0.7284732460975647, 0.7873815894126892]"
S1,arabert,zero-shot,ENG1244,English,C,1,"[0.9122843742370605, 0.8734994530677795, 1.0000001192092896, 0.8692454695701599]"
S1,arabert,zero-shot,ENG0463,English,D,1,"[0.816646158695221, 0.8874132633209229, 0.8879367113113403, 1.0]"
S1,arabert,zero-shot,ENG0663,English,A,1,"[0.9999998807907104, 0.7401952743530273, 0.8222538232803345, 0.7705155611038208]"
S1,arabert,zero-shot,ENG1785,English,B,1,"[0.8380917310714722, 0.9999999403953552, 0.7847481966018677, 0.8831278681755066]"
S1,arabert,zero-shot,ENG1032,English,C,1,"[0.802845299243927, 0.8137866258621216, 0.9999998807907104, 0.8241419196128845]"
S1,arabert,zero-shot,ENG1771,English,D,1,"[0.7434173226356506, 0.8380089402198792, 0.8561089038848877, 1.0]"
S1,arabert,zero-shot,ENG1628,English,A,1,"[0.9999998211860657, 0.8047279119491577, 0.8080921769142151, 0.8451426029205322]"
S1,arabert,zero-shot,ENG2018,English,B,1,"[0.6421640515327454, 1.0000001192092896, 0.7981573939323425, 0.7615445852279663]"
S1,arabert,zero-shot,ENG1923,English,C,1,"[0.8505808115005493, 0.8639620542526245, 1.0, 0.8861804008483887]"
S1,arabert,zero-shot,ENG0313,English,D,1,"[0.8720956444740295, 0.8859658241271973, 0.7775573134422302, 1.0000001192092896]"
S1,arabert,zero-shot,ENG2189,English,A,1,"[0.9999998807907104, 0.8331486582756042, 0.6822638511657715, 0.8851072788238525]"
S1,arabert,zero-shot,ENG1876,English,B,1,"[0.8173730969429016, 1.0, 0.8513537645339966, 0.8340808749198914]"
S1,arabert,zero-shot,ENG1655,English,C,1,"[0.8385711312294006, 0.8618249893188477, 1.0, 0.8276790976524353]"
S1,arabert,zero-shot,ENG1321,English,D,1,"[0.8438300490379333, 0.8511989712715149, 0.8080629110336304, 1.0]"
S1,arabert,zero-shot,ENG1010,English,A,1,"[1.0000001192092896, 0.79880291223526, 0.7255538702011108, 0.8196617364883423]"
S1,arabert,zero-shot,ENG0370,English,B,1,"[0.9150604605674744, 1.0, 0.8679980039596558, 0.8138319253921509]"
S1,arabert,zero-shot,ENG0109,English,C,1,"[0.7877007126808167, 0.7850654125213623, 1.0, 0.7939624190330505]"
S1,arabert,zero-shot,ENG1944,English,D,1,"[0.7385221719741821, 0.7636094093322754, 0.660053551197052, 1.0]"
S1,arabert,zero-shot,ENG0450,English,A,1,"[0.9999998807907104, 0.8277446627616882, 0.8701438307762146, 0.8532958030700684]"
S1,arabert,zero-shot,ENG0928,English,B,1,"[0.7919734120368958, 0.9999999403953552, 0.7459197044372559, 0.8458413481712341]"
S1,arabert,zero-shot,ENG2124,English,C,1,"[0.7101312279701233, 0.8231133818626404, 1.000000238418579, 0.8144735097885132]"
S1,arabert,zero-shot,ENG0498,English,D,1,"[0.8265498280525208, 0.8053007125854492, 0.6960182189941406, 1.0]"
S1,arabert,zero-shot,ENG1133,English,A,1,"[0.9999999403953552, 0.8313910961151123, 0.8324664235115051, 0.8718175888061523]"
S1,arabert,zero-shot,ENG1644,English,B,1,"[0.8417614698410034, 1.0, 0.88738614320755, 0.8100183010101318]"
S1,arabert,zero-shot,MID0381,Arabic,B,0,"[0.49748343229293823, 0.4976700246334076, 0.48153242468833923, 0.4457406997680664]"
S1,arabert,zero-shot,MID0854,Arabic,B,1,"[0.27655938267707825, 0.4762195646762848, 0.3164178431034088, 0.31020233035087585]"
S1,arabert,zero-shot,MID0356,Arabic,A,0,"[0.47572097182273865, 0.46369874477386475, 0.46757128834724426, 0.4474574029445648]"
S1,arabert,zero-shot,MID0358,Arabic,B,0,"[0.4398452341556549, 0.46340039372444153, 0.4241405427455902, 0.451351523399353]"
S1,arabert,zero-shot,MID0363,Arabic,A,1,"[0.55695641040802, 0.37278902530670166, 0.4124040901660919, 0.4609684944152832]"
S1,arabert,zero-shot,MID0487,Arabic,B,1,"[0.34269413352012634, 0.4869970977306366, 0.45328953862190247, 0.37499985098838806]"
S1,arabert,zero-shot,MID0705,Arabic,C,1,"[0.40382206439971924, 0.4532335102558136, 0.5336213707923889, 0.36321398615837097]"
S1,arabert,zero-shot,MID0596,Arabic,B,0,"[0.47796276211738586, 0.5070453882217407, 0.48601993918418884, 0.48092278838157654]"
S1,arabert,zero-shot,MID0552,Arabic,C,0,"[0.3682093620300293, 0.4026790261268616, 0.40859442949295044, 0.3793918490409851]"
S1,arabert,zero-shot,MID0031,Arabic,A,0,"[0.5515993237495422, 0.5056611895561218, 0.5328342318534851, 0.469120591878891]"
S1,arabert,zero-shot,MID0591,Arabic,C,1,"[0.4002607464790344, 0.4086662828922272, 0.42694225907325745, 0.3371340036392212]"
S1,arabert,zero-shot,MID0522,Arabic,C,0,"[0.5192604660987854, 0.43909820914268494, 0.5320188403129578, 0.39977869391441345]"
S1,arabert,zero-shot,MID0216,Arabic,B,0,"[0.5195470452308655, 0.53670334815979, 0.5311264395713806, 0.4672339856624603]"
S1,arabert,zero-shot,MID0064,Arabic,D,0,"[0.38713720440864563, 0.34392058849334717, 0.37115606665611267, 0.3988223075866699]"
S1,arabert,zero-shot,MID0317,Arabic,C,1,"[0.46254846453666687, 0.4204871654510498, 0.48943212628364563, 0.4017942547798157]"
S1,arabert,zero-shot,MID0040,Arabic,A,0,"[0.3831813931465149, 0.3634010851383209, 0.37229740619659424, 0.3385191857814789]"
S1,arabert,zero-shot,MID0236,Arabic,D,0,"[0.4951753616333008, 0.5349835157394409, 0.5313720107078552, 0.5824043154716492]"
S1,arabert,zero-shot,MID0862,Arabic,C,0,"[0.5350444316864014, 0.5786601305007935, 0.5841115117073059, 0.5197821259498596]"
S1,arabert,zero-shot,MID0425,Arabic,C,1,"[0.39809638261795044, 0.40392982959747314, 0.4869973957538605, 0.4836215376853943]"
S1,arabert,zero-shot,MID0073,Arabic,C,0,"[0.44612225890159607, 0.48674604296684265, 0.5443820953369141, 0.4850226044654846]"
S1,arabert,zero-shot,MID0909,Arabic,D,0,"[0.3917516767978668, 0.41903674602508545, 0.4312102496623993, 0.48624205589294434]"
S1,arabert,zero-shot,MID0169,Arabic,C,0,"[0.3910803496837616, 0.40395668148994446, 0.43375295400619507, 0.3551378846168518]"
S1,arabert,zero-shot,MID0767,Arabic,A,0,"[0.5562499761581421, 0.5511226058006287, 0.520715057849884, 0.40687310695648193]"
S1,arabert,zero-shot,MID0622,Arabic,B,0,"[0.4387558102607727, 0.47698384523391724, 0.4516320824623108, 0.42355790734291077]"
S1,arabert,zero-shot,MID0071,Arabic,D,0,"[0.5257304310798645, 0.5276419520378113, 0.4378414750099182, 0.544346809387207]"
S1,arabert,zero-shot,MID0068,Arabic,B,1,"[0.4766254425048828, 0.5724341869354248, 0.5190469026565552, 0.4663707911968231]"
S1,arabert,zero-shot,MID0307,Arabic,C,1,"[0.5116849541664124, 0.4788694977760315, 0.5648619532585144, 0.5137641429901123]"
S1,arabert,zero-shot,MID0820,Arabic,D,1,"[0.392059862613678, 0.42421022057533264, 0.41896212100982666, 0.470682829618454]"
S1,arabert,zero-shot,MID0719,Arabic,A,1,"[0.529026985168457, 0.4114341735839844, 0.45437389612197876, 0.4934559762477875]"
S1,arabert,zero-shot,MID0639,Arabic,C,0,"[0.4194320738315582, 0.41165491938591003, 0.5152491331100464, 0.5132898092269897]"
S1,arabert,zero-shot,MID0322,Arabic,B,0,"[0.3889497220516205, 0.4679032862186432, 0.3889259696006775, 0.41740259528160095]"
S1,arabert,zero-shot,MID0785,Arabic,B,0,"[0.41635507345199585, 0.4971906542778015, 0.4003055989742279, 0.3758498728275299]"
S1,arabert,zero-shot,MID0549,Arabic,D,0,"[0.5028359293937683, 0.5542533993721008, 0.5254380106925964, 0.5767630338668823]"
S1,arabert,zero-shot,MID0343,Arabic,B,1,"[0.33299845457077026, 0.37494778633117676, 0.3070566952228546, 0.355838418006897]"
S1,arabert,zero-shot,MID0276,Arabic,B,0,"[0.4145451486110687, 0.5185983180999756, 0.358187198638916, 0.481070876121521]"
S1,arabert,zero-shot,MID0502,Arabic,C,0,"[0.4750210642814636, 0.49892887473106384, 0.552709698677063, 0.5503032803535461]"
S1,arabert,zero-shot,MID0295,Arabic,D,0,"[0.404131680727005, 0.5330530405044556, 0.5313767790794373, 0.5534931421279907]"
S1,arabert,zero-shot,MID0500,Arabic,D,0,"[0.42318326234817505, 0.39978915452957153, 0.500972330570221, 0.5125203728675842]"
S1,arabert,zero-shot,MID0631,Arabic,B,0,"[0.5242372751235962, 0.5459499359130859, 0.4299514889717102, 0.40650632977485657]"
S1,arabert,zero-shot,MID0024,Arabic,A,0,"[0.4404556453227997, 0.3996868133544922, 0.3473289906978607, 0.39947542548179626]"
S1,arabert,zero-shot,MID0441,Arabic,A,1,"[0.5985268950462341, 0.5047938227653503, 0.4915480315685272, 0.48788100481033325]"
S1,arabert,zero-shot,MID0412,Arabic,C,0,"[0.501449704170227, 0.4415290355682373, 0.5130562782287598, 0.4967878460884094]"
S1,arabert,zero-shot,MID0219,Arabic,A,0,"[0.5191202163696289, 0.39802366495132446, 0.4359447658061981, 0.47413527965545654]"
S1,arabert,zero-shot,MID0523,Arabic,C,0,"[0.4294586479663849, 0.4112740159034729, 0.45376816391944885, 0.3729972243309021]"
S1,arabert,zero-shot,MID0614,Arabic,A,1,"[0.5517248511314392, 0.5077990889549255, 0.44268351793289185, 0.5131872892379761]"
S1,arabert,zero-shot,MID0912,Arabic,A,0,"[0.4154200553894043, 0.4023950695991516, 0.4145452380180359, 0.3933868706226349]"
S1,arabert,zero-shot,MID0755,Arabic,B,0,"[0.4300696551799774, 0.4988729655742645, 0.48172232508659363, 0.45813411474227905]"
S1,arabert,zero-shot,MID0605,Arabic,B,0,"[0.2805373966693878, 0.38933929800987244, 0.3577938377857208, 0.3637535274028778]"
S1,arabert,zero-shot,MID0826,Arabic,D,0,"[0.35232025384902954, 0.47026512026786804, 0.48176175355911255, 0.4906931221485138]"
S1,arabert,zero-shot,MID0744,Arabic,B,1,"[0.5202001333236694, 0.5453045964241028, 0.522579550743103, 0.48909804224967957]"
S1,arabert,zero-shot,YOR1930,Yoruba,B,0,"[0.48388031125068665, 0.48799023032188416, 0.48337167501449585, 0.4735439419746399]"
S1,arabert,zero-shot,YOR1569,Yoruba,B,1,"[0.5132892727851868, 0.5430054664611816, 0.5026239156723022, 0.5028222799301147]"
S1,arabert,zero-shot,YOR2171,Yoruba,C,1,"[0.5448949337005615, 0.5767778158187866, 0.5834013223648071, 0.5767961740493774]"
S1,arabert,zero-shot,YOR1240,Yoruba,C,0,"[0.5177873969078064, 0.5195781588554382, 0.5459291338920593, 0.5303043127059937]"
S1,arabert,zero-shot,YOR3981,Yoruba,A,1,"[0.4799239933490753, 0.4455775320529938, 0.4225977659225464, 0.46389323472976685]"
S1,arabert,zero-shot,YOR1407,Yoruba,D,0,"[0.4837888479232788, 0.48093104362487793, 0.4772035479545593, 0.5274834632873535]"
S1,arabert,zero-shot,YOR2410,Yoruba,C,1,"[0.6002111434936523, 0.5779609084129333, 0.6047823429107666, 0.5825827717781067]"
S1,arabert,zero-shot,YOR1521,Yoruba,C,0,"[0.472220242023468, 0.473102867603302, 0.5241758823394775, 0.47762545943260193]"
S1,arabert,zero-shot,YOR3426,Yoruba,B,0,"[0.439733624458313, 0.4823508560657501, 0.44863361120224, 0.47847628593444824]"
S1,arabert,zero-shot,YOR1130,Yoruba,B,1,"[0.502581775188446, 0.5027174949645996, 0.5021595358848572, 0.5003225803375244]"
S1,arabert,zero-shot,YOR0370,Yoruba,B,0,"[0.45781728625297546, 0.4611683487892151, 0.45984455943107605, 0.4594692587852478]"
S1,arabert,zero-shot,YOR2447,Yoruba,D,1,"[0.4162929952144623, 0.43189483880996704, 0.40253597497940063, 0.43337923288345337]"
S1,arabert,zero-shot,YOR0938,Yoruba,D,0,"[0.5405513048171997, 0.5113059282302856, 0.5253168344497681, 0.5518094897270203]"
S1,arabert,zero-shot,YOR2476,Yoruba,C,0,"[0.4947848320007324, 0.4669947326183319, 0.4981848895549774, 0.4846193194389343]"
S1,arabert,zero-shot,YOR2639,Yoruba,C,1,"[0.4271497428417206, 0.40979230403900146, 0.4336482584476471, 0.41596299409866333]"
S1,arabert,zero-shot,YOR2231,Yoruba,A,0,"[0.528175413608551, 0.40635183453559875, 0.42103156447410583, 0.39023011922836304]"
S1,arabert,zero-shot,YOR0708,Yoruba,C,0,"[0.41255423426628113, 0.4069197177886963, 0.4640812575817108, 0.43042880296707153]"
S1,arabert,zero-shot,YOR1886,Yoruba,B,1,"[0.5145103931427002, 0.651252031326294, 0.48956355452537537, 0.48592305183410645]"
S1,arabert,zero-shot,YOR0015,Yoruba,A,0,"[0.4957473576068878, 0.47701558470726013, 0.4934055209159851, 0.4873230457305908]"
S1,arabert,zero-shot,YOR1449,Yoruba,B,0,"[0.3838410973548889, 0.4016244113445282, 0.3571266531944275, 0.38636812567710876]"
S1,arabert,zero-shot,YOR4105,Yoruba,B,0,"[0.5286695957183838, 0.552955687046051, 0.5437734723091125, 0.5273693799972534]"
S1,arabert,zero-shot,YOR1710,Yoruba,B,1,"[0.4753931164741516, 0.49998390674591064, 0.46884533762931824, 0.45870181918144226]"
S1,arabert,zero-shot,YOR1463,Yoruba,A,0,"[0.504753828048706, 0.4834960401058197, 0.4694357216358185, 0.46468183398246765]"
S1,arabert,zero-shot,YOR1685,Yoruba,B,0,"[0.48528799414634705, 0.6710237264633179, 0.5113992691040039, 0.49376705288887024]"
S1,arabert,zero-shot,YOR2232,Yoruba,B,0,"[0.43535012006759644, 0.438281774520874, 0.3912498354911804, 0.4116404056549072]"
S1,arabert,zero-shot,YOR1583,Yoruba,B,1,"[0.4298855662345886, 0.5330159664154053, 0.4494500160217285, 0.5182060599327087]"
S1,arabert,zero-shot,YOR3430,Yoruba,C,1,"[0.3709154427051544, 0.39027711749076843, 0.4130185842514038, 0.400392085313797]"
S1,arabert,zero-shot,YOR3039,Yoruba,B,0,"[0.48950836062431335, 0.5008137226104736, 0.4878814220428467, 0.47504961490631104]"
S1,arabert,zero-shot,YOR0282,Yoruba,D,0,"[0.5126607418060303, 0.4785682260990143, 0.4976976811885834, 0.5173903703689575]"
S1,arabert,zero-shot,YOR3313,Yoruba,B,1,"[0.4742196798324585, 0.5938901305198669, 0.5675913095474243, 0.5021747350692749]"
S1,arabert,zero-shot,YOR0761,Yoruba,A,0,"[0.537013590335846, 0.48905184864997864, 0.5079509019851685, 0.49621039628982544]"
S1,arabert,zero-shot,YOR1731,Yoruba,B,0,"[0.4552048146724701, 0.5086748003959656, 0.4763440191745758, 0.4842410683631897]"
S1,arabert,zero-shot,YOR1250,Yoruba,D,0,"[0.4011836051940918, 0.3833475112915039, 0.4062906801700592, 0.41105198860168457]"
S1,arabert,zero-shot,YOR0174,Yoruba,C,0,"[0.40572041273117065, 0.4133186936378479, 0.4415320158004761, 0.439759761095047]"
S1,arabert,zero-shot,YOR3670,Yoruba,C,1,"[0.5541495084762573, 0.47239264845848083, 0.5572633743286133, 0.45834216475486755]"
S1,arabert,zero-shot,YOR3579,Yoruba,B,0,"[0.44450491666793823, 0.4576166868209839, 0.4447093605995178, 0.4559268355369568]"
S1,arabert,zero-shot,YOR1139,Yoruba,C,0,"[0.3742621839046478, 0.3868301808834076, 0.4152342677116394, 0.3960816562175751]"
S1,arabert,zero-shot,YOR3887,Yoruba,A,0,"[0.5418407320976257, 0.49914616346359253, 0.5087143182754517, 0.5176910758018494]"
S1,arabert,zero-shot,YOR1776,Yoruba,B,0,"[0.4153852164745331, 0.44253820180892944, 0.39440834522247314, 0.4001307487487793]"
S1,arabert,zero-shot,YOR0204,Yoruba,D,1,"[0.4400552213191986, 0.4534125328063965, 0.4497198760509491, 0.46129992604255676]"
S1,arabert,zero-shot,YOR2401,Yoruba,D,0,"[0.47575995326042175, 0.48661527037620544, 0.4944984018802643, 0.5013322830200195]"
S1,arabert,zero-shot,YOR1873,Yoruba,D,0,"[0.419427752494812, 0.389240562915802, 0.4395010769367218, 0.4466094970703125]"
S1,arabert,zero-shot,YOR0996,Yoruba,C,1,"[0.4661822021007538, 0.4407712519168854, 0.5148344039916992, 0.45985275506973267]"
S1,arabert,zero-shot,YOR1495,Yoruba,A,0,"[0.4067384898662567, 0.4017446041107178, 0.40207311511039734, 0.3768532872200012]"
S1,arabert,zero-shot,YOR2834,Yoruba,D,0,"[0.5526733994483948, 0.5288628339767456, 0.5322371125221252, 0.5980620980262756]"
S1,arabert,zero-shot,YOR2677,Yoruba,B,1,"[0.47127798199653625, 0.5113278031349182, 0.5099436044692993, 0.48312363028526306]"
S1,arabert,zero-shot,YOR0827,Yoruba,B,0,"[0.378152459859848, 0.5569748878479004, 0.3959217965602875, 0.4317447543144226]"
S1,arabert,zero-shot,YOR0033,Yoruba,C,0,"[0.44135618209838867, 0.43442502617836, 0.44175949692726135, 0.44147297739982605]"
S1,arabert,zero-shot,YOR0072,Yoruba,C,0,"[0.4862784147262573, 0.4812842607498169, 0.49495792388916016, 0.49410656094551086]"
S1,arabert,zero-shot,YOR4139,Yoruba,C,0,"[0.4187301695346832, 0.4593355357646942, 0.4705668091773987, 0.4397967457771301]"
S2,arabert,zero-shot,ENG2109,English,A,1,"[0.8765031099319458, 0.8496043086051941, 0.8674651980400085, 0.8686769008636475]"
S2,arabert,zero-shot,ENG2245,English,C,0,"[0.9278744459152222, 0.7822855710983276, 0.9559348821640015, 0.8006755113601685]"
S2,arabert,zero-shot,ENG1267,English,C,1,"[0.9057851433753967, 0.8792359828948975, 0.9555618762969971, 0.9277728199958801]"
S2,arabert,zero-shot,ENG1238,English,D,1,"[0.5747159123420715, 0.5978260636329651, 0.5756447911262512, 1.0]"
S2,arabert,zero-shot,ENG1638,English,A,1,"[1.0000001192092896, 0.6392329931259155, 0.6811873316764832, 0.6822274327278137]"
S2,arabert,zero-shot,ENG0113,English,C,0,"[0.8161364197731018, 0.7681655287742615, 0.8215638995170593, 0.7757536172866821]"
S2,arabert,zero-shot,ENG0148,English,D,0,"[0.7902353405952454, 0.8096190690994263, 0.8656283020973206, 0.8727032542228699]"
S2,arabert,zero-shot,ENG0432,English,B,0,"[0.969273030757904, 0.9825941920280457, 0.9665241241455078, 0.9556474089622498]"
S2,arabert,zero-shot,ENG1450,English,A,1,"[1.0, 0.5731573104858398, 0.6163530945777893, 0.597843587398529]"
S2,arabert,zero-shot,ENG0319,English,C,0,"[0.9281896352767944, 0.9262756705284119, 0.9307017922401428, 0.8758111596107483]"
S2,arabert,zero-shot,ENG2038,English,C,1,"[0.8540557026863098, 0.9230729937553406, 0.9999998807907104, 0.9825724959373474]"
S2,arabert,zero-shot,ENG1126,English,C,0,"[0.7893240451812744, 0.6919113993644714, 0.8587437868118286, 0.7551587224006653]"
S2,arabert,zero-shot,ENG1569,English,D,0,"[0.9091675877571106, 0.9084692001342773, 0.8974895477294922, 0.9241434931755066]"
S2,arabert,zero-shot,ENG2028,English,A,0,"[0.8799203038215637, 0.8512559533119202, 0.8683785200119019, 0.8531556129455566]"
S2,arabert,zero-shot,ENG0378,English,C,1,"[0.7827993631362915, 0.723896861076355, 0.8924509882926941, 0.8587471842765808]"
S2,arabert,zero-shot,ENG0566,English,B,0,"[0.8830657601356506, 0.8986839652061462, 0.8866747617721558, 0.8606398105621338]"
S2,arabert,zero-shot,ENG0304,English,A,1,"[1.0000001192092896, 0.6080892086029053, 0.6652622818946838, 0.6529768705368042]"
S2,arabert,zero-shot,ENG0572,English,B,1,"[0.942484438419342, 0.9466511011123657, 0.9448063373565674, 0.9395098090171814]"
S2,arabert,zero-shot,ENG0366,English,C,1,"[0.8618388175964355, 0.8422002792358398, 0.9496353268623352, 0.8669898509979248]"
S2,arabert,zero-shot,ENG0819,English,B,0,"[0.8932514190673828, 0.9033889770507812, 0.8890520930290222, 0.7255772948265076]"
S2,arabert,zero-shot,ENG2013,English,B,0,"[0.9180849194526672, 0.966525137424469, 0.9445587992668152, 0.9265964031219482]"
S2,arabert,zero-shot,ENG0068,English,C,0,"[0.9145739674568176, 0.8769844174385071, 0.920707643032074, 0.8951126933097839]"
S2,arabert,zero-shot,ENG1613,English,C,1,"[0.6234833598136902, 0.6046657562255859, 0.9999998807907104, 0.6057987213134766]"
S2,arabert,zero-shot,ENG0225,English,D,1,"[0.6381163001060486, 0.7071152329444885, 0.6954549551010132, 1.0]"
S2,arabert,zero-shot,ENG1589,English,A,1,"[0.9360672235488892, 0.7286274433135986, 0.7288209795951843, 0.7485342621803284]"
S2,arabert,zero-shot,ENG1956,English,A,0,"[0.6487104296684265, 0.31930360198020935, 0.321554958820343, 0.3499777317047119]"
S2,arabert,zero-shot,ENG1244,English,B,0,"[0.9825634360313416, 0.9848642349243164, 0.9111414551734924, 0.9829598069190979]"
S2,arabert,zero-shot,ENG0463,English,A,0,"[0.9878730773925781, 0.9823902249336243, 0.936988115310669, 0.9092763066291809]"
S2,arabert,zero-shot,ENG0663,English,D,0,"[0.9238017797470093, 0.9287960529327393, 0.9431532025337219, 0.9571518898010254]"
S2,arabert,zero-shot,ENG1785,English,B,1,"[0.5596828460693359, 0.9999999403953552, 0.5771392583847046, 0.5885519981384277]"
S2,arabert,zero-shot,ENG1032,English,A,0,"[0.9564737677574158, 0.9138283133506775, 0.9301062226295471, 0.9544299840927124]"
S2,arabert,zero-shot,ENG1771,English,B,0,"[0.8242466449737549, 0.8532055616378784, 0.8487465381622314, 0.8434944152832031]"
S2,arabert,zero-shot,ENG1628,English,A,1,"[0.9999999403953552, 0.6110554337501526, 0.6492788195610046, 0.6301182508468628]"
S2,arabert,zero-shot,ENG2018,English,C,0,"[0.9326496124267578, 0.7603569030761719, 0.9580816626548767, 0.8288922905921936]"
S2,arabert,zero-shot,ENG1923,English,A,0,"[0.9151713252067566, 0.8884537816047668, 0.897081732749939, 0.887235701084137]"
S2,arabert,zero-shot,ENG0313,English,D,1,"[0.5923840403556824, 0.6239835619926453, 0.6053494811058044, 1.0]"
S2,arabert,zero-shot,ENG2189,English,C,0,"[0.9322954416275024, 0.8211551904678345, 0.9390242695808411, 0.9360159635543823]"
S2,arabert,zero-shot,ENG1876,English,C,0,"[0.9701666235923767, 0.8857035636901855, 0.9860860109329224, 0.9858473539352417]"
S2,arabert,zero-shot,ENG1655,English,D,0,"[0.8582544922828674, 0.9276845455169678, 0.8510883450508118, 0.9968656301498413]"
S2,arabert,zero-shot,ENG1321,English,B,0,"[0.8833917379379272, 0.9005709290504456, 0.8577440977096558, 0.8669823408126831]"
S2,arabert,zero-shot,ENG1010,English,A,1,"[0.9021088480949402, 0.8793779611587524, 0.8662181496620178, 0.872389018535614]"
S2,arabert,zero-shot,ENG0370,English,B,1,"[0.5778913497924805, 0.9999998807907104, 0.5780666470527649, 0.598065197467804]"
S2,arabert,zero-shot,ENG0109,English,C,1,"[0.8895862698554993, 0.8675499558448792, 0.9168896079063416, 0.8063755631446838]"
S2,arabert,zero-shot,ENG1944,English,C,0,"[0.7591044902801514, 0.82893306016922, 0.8701545000076294, 0.7875975370407104]"
S2,arabert,zero-shot,ENG0450,English,C,0,"[0.9333631992340088, 0.9497764706611633, 0.9714137315750122, 0.8693109750747681]"
S2,arabert,zero-shot,ENG0928,English,B,1,"[0.8682723641395569, 0.8977702260017395, 0.8013526201248169, 0.8675187826156616]"
S2,arabert,zero-shot,ENG2124,English,C,1,"[0.6952486038208008, 0.678168773651123, 1.000000238418579, 0.6308038830757141]"
S2,arabert,zero-shot,ENG0498,English,D,1,"[0.5775267481803894, 0.652902364730835, 0.6405442953109741, 1.0000001192092896]"
S2,arabert,zero-shot,ENG1133,English,A,1,"[0.968458354473114, 0.9556028246879578, 0.937614381313324, 0.9544524550437927]"
S2,arabert,zero-shot,ENG1644,English,B,1,"[0.8764481544494629, 0.9145249128341675, 0.875748336315155, 0.872898280620575]"
S2,arabert,zero-shot,MID0381,Arabic,B,0,"[0.4974835216999054, 0.524150013923645, 0.4727681875228882, 0.45746198296546936]"
S2,arabert,zero-shot,MID0854,Arabic,A,0,"[0.4851740598678589, 0.3466288447380066, 0.4780418574810028, 0.45196548104286194]"
S2,arabert,zero-shot,MID0356,Arabic,B,0,"[0.4499009847640991, 0.4586208760738373, 0.43399620056152344, 0.43430453538894653]"
