task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
b,cot_xl,Arabic,MID0625,جزا المعروف أربعة كفوف.,Evil in return for good deed.,"This is a proverb that mocks the ungrateful nature of humanity. A similar proverb is, “My hand is in your nose, and your finger is in my eye.” It is the opposite of the Arabic proverb that says, “A loyal brother is one who works with you and harms himself to benefit you.”",True,The proverb implies that evil is a natural response to an altruistic act.,The evil deed is repaid fourfold with kindness.,This proverb warns of the consequences of good deeds on the environment.,"This is a proverb that mocks the ungrateful nature of humanity. A similar proverb is, “My hand is in your nose, and your finger is in my eye.” It is the opposite of the Arabic proverb that says, “A loyal brother is one who works with you and harms himself to benefit you.”",D,The evil deed is repaid fourfold with kindness.,This proverb warns of the consequences of good deeds on the environment.,The proverb implies that evil is a natural response to an altruistic act.,"[""The evil deed is repaid fourfold with kindness."", ""This proverb warns of the consequences of good deeds on the environment."", ""The proverb implies that evil is a natural response to an altruistic act.""]",1.0,1.0,0.21,0.89,96.7
b,cot_xl,Arabic,MID0626,ذاد الحِبان ليهو مكان أو ذاد الحِبان له مكان,The company makes the feast.,"Al-Hebban, in the Sudanese dialect, means family and close friends. The proverb means that eating with brothers, family and friends has a special taste and value.",True,The company is a place of celebration.,A wealthy company provides its employees with a luxurious banquet.,The feast is what gives the company its meaning.,"Al-Hebban, in the Sudanese dialect, means family and close friends. The proverb means that eating with brothers, family and friends has a special taste and value.",D,The company is a place of celebration.,The feast is what gives the company its meaning.,A wealthy company provides its employees with a luxurious banquet.,"[""The company is a place of celebration."",
""The feast is what gives the company its meaning."",
""A wealthy company provides its employees with a luxurious banquet.""]",1.0,1.0,0.33,0.82,94.6
b,cot_xl,Arabic,MID0627,شجر الدوم برمي ضلوا بعيد.,March to a different drummer.,"It is said about someone who spends his charity far away from people. In other regions, it is interpreted as someone who does not give charity to his clan, but rather gives charity to strangers.",True,A person should give charity using a drum as a medium.,"It is said about someone who spends his charity far away from people. In other regions, it is interpreted as someone who does not give charity to his clan, but rather gives charity to strangers.",Someone who doesn't listen to advice should give charity remotely.,The charity recipient has to travel far to receive it.,B,The charity recipient has to travel far to receive it.,Someone who doesn't listen to advice should give charity remotely.,A person should give charity using a drum as a medium.,"[""The charity recipient has to travel far to receive it."", ""Someone who doesn't listen to advice should give charity remotely."", ""A person should give charity using a drum as a medium.""]",1.0,1.0,0.3,0.88,96.4
b,cot_xl,Arabic,MID0628,ضربني وبكي وسبقني اشتكي ,Wrong and strong.,It is said to someone who takes the initiative to harm and complains about the one who harmed him before the wronged person complains.,True,Someone who is wronged and strong in spirit is being consoled before they can even express their pain.,It is said to someone who takes the initiative to harm and complains about the one who harmed him before the wronged person complains.,It's a phrase used to describe someone who can still laugh and joke around even after they've been strongly wronged.,A strong and wronged person is being rewarded for their strength in the face of adversity.,B,Someone who is wronged and strong in spirit is being consoled before they can even express their pain.,A strong and wronged person is being rewarded for their strength in the face of adversity.,It's a phrase used to describe someone who can still laugh and joke around even after they've been strongly wronged.,"[""Someone who is wronged and strong in spirit is being consoled before they can even express their pain."",
""A strong and wronged person is being rewarded for their strength in the face of adversity."",
""It's a phrase used to describe someone who can still laugh and joke around even after they've been strongly wronged.""]",1.0,1.0,0.75,0.84,95.2
b,cot_xl,Arabic,MID0629,لالوب بلدنا ولا تمر الناس ,Better the devil you know.,It is said to someone who is looking for what people have. Laloob is a fruit less valuable than dates.,True,The fruit is said to be from a tree that grows near a body of water,It is used to convey the idea that one should prioritize the pursuit of knowledge over material gain,It is a warning against eating fruit that has been left outside overnight,It is said to someone who is looking for what people have. Laloob is a fruit less valuable than dates.,D,The fruit is said to be from a tree that grows near a body of water,It is used to convey the idea that one should prioritize the pursuit of knowledge over material gain,It is a warning against eating fruit that has been left outside overnight,"[""The fruit is said to be from a tree that grows near a body of water"", ""It is used to convey the idea that one should prioritize the pursuit of knowledge over material gain"", ""It is a warning against eating fruit that has been left outside overnight""]",1.0,1.0,0.78,0.85,95.5
b,cot_xl,Arabic,MID0630,لحقتهن أمات طه,Searching for a needle in a haystack.,It is said to someone who lost something and could not find it easily.,True,"They're likely to be searching for a family heirloom, given the maternal figure mentioned.",The speaker is hinting at a search that's futile due to an abundance of maternal wealth.,It is said to someone who lost something and could not find it easily.,The phrase is often used when someone is trying to distract others from their actual search.,C,"They're likely to be searching for a family heirloom, given the maternal figure mentioned.",The speaker is hinting at a search that's futile due to an abundance of maternal wealth.,The phrase is often used when someone is trying to distract others from their actual search.,"[""They're likely to be searching for a family heirloom, given the maternal figure mentioned."",
""The speaker is hinting at a search that's futile due to an abundance of maternal wealth."",
""The phrase is often used when someone is trying to distract others from their actual search.""]",1.0,1.0,1.1,0.89,96.7
b,cot_xl,Arabic,MID0631,مد رجليك قدر لحافك,Cut your coat according to your cloth.,"Always keep your ambitions within the limits of your financial and social status, and so on. For example, if a poor man wants to propose to a beautiful and wealthy girl, he is told, “Stretch your legs to the length of your blanket.”",True,"Always keep your ambitions within the limits of your financial and social status, and so on. For example, if a poor man wants to propose to a beautiful and wealthy girl, he is told, “Stretch your legs to the length of your blanket.”","When you have a fever, don't use a blanket.","When it's cloudy, shorten your coat.","When you're running away from the police, cut your coat long.",A,"When it's cloudy, shorten your coat.","When you have a fever, don't use a blanket.","When you're running away from the police, cut your coat long.","[""When it's cloudy, shorten your coat."",
""When you have a fever, don't use a blanket."",
""When you're running away from the police, cut your coat long.""]",1.0,1.0,0.2,0.91,97.3
b,cot_xl,Arabic,MID0632,مسيك دربين ضهيب وركيب سرجين وقيع,A Jack of all trades is master of none. ,"It is said to a person who wants to do several things at the same time, or make several decisions at the same time.",True,This proverb is a warning to those who eat too many dates at once.,"It is said to a person who wants to do several things at the same time, or make several decisions at the same time.",A person who wears two watches is trying to be more punctual.,It refers to someone who tries to take a nap in the middle of a busy market street.,B,A person who wears two watches is trying to be more punctual.,This proverb is a warning to those who eat too many dates at once.,It refers to someone who tries to take a nap in the middle of a busy market street.,"[""A person who wears two watches is trying to be more punctual."", ""This proverb is a warning to those who eat too many dates at once."", ""It refers to someone who tries to take a nap in the middle of a busy market street.""]",1.0,1.0,0.61,0.86,95.8
b,cot_xl,Arabic,MID0633,مصيروا الضفر ما بطلع من اللحم ,Blood is thicker than water.,It is said as advice to those who conflicts with their families.,True,"{'reasoning': 'In a more poetic sense, it could be misinterpreted as a metaphor for the beauty of blood compared to the dullness of water, advising that one should prioritize the beauty and uniqueness of their family ties.'}","{'reasoning': ""Others might see it as a warning about the dangers of drinking blood, implying that the consumption of a family member's blood would be worse than the risks associated with consuming water.""}","{'reasoning': 'Some might interpret this proverb in a more literal sense, suggesting that the blood of an animal, being thicker and more viscous, is indeed more substantial than water.'}",It is said as advice to those who conflicts with their families.,D,"{'reasoning': 'Some might interpret this proverb in a more literal sense, suggesting that the blood of an animal, being thicker and more viscous, is indeed more substantial than water.'}","{'reasoning': ""Others might see it as a warning about the dangers of drinking blood, implying that the consumption of a family member's blood would be worse than the risks associated with consuming water.""}","{'reasoning': 'In a more poetic sense, it could be misinterpreted as a metaphor for the beauty of blood compared to the dullness of water, advising that one should prioritize the beauty and uniqueness of their family ties.'}","[{""reasoning"":""Some might interpret this proverb in a more literal sense, suggesting that the blood of an animal, being thicker and more viscous, is indeed more substantial than water.""},{""reasoning"":""Others might see it as a warning about the dangers of drinking blood, implying that the consumption of a family member's blood would be worse than the risks associated with consuming water.""},{""reaso",1.0,1.0,2.75,0.82,94.6
b,cot_xl,Arabic,MID0634,ملكين (مكين) فوق كركر، كان دا غاب، داك حضر,The sun never sets upon the British Empire,"Al-Karkur: The scepter of the Funj Sultan. The word scepter is used metaphorically, as what the Funj Sultan used to sit on was nothing more than something similar to a sugar box with two sides removed. About 20 years after the fall of the Funj Sultanate, Al-Faki Hamad Al-Nil Abdul-Baqi (in Taiba) in 1840 AD took a scepter of another kind. The proverb is said of a great man who is always present. We can compare this proverb to an English proverb that describes Britain as the empire on which the sun never sets.",True,The person sitting on the scepter is an example of the sun never setting in the East.,"Al-Karkur: The scepter of the Funj Sultan. The word scepter is used metaphorically, as what the Funj Sultan used to sit on was nothing more than something similar to a sugar box with two sides removed. About 20 years after the fall of the Funj Sultanate, Al-Faki Hamad Al-Nil Abdul-Baqi (in Taiba) in 1840 AD took a scepter of another kind. The proverb is said of a great man who is always present. We can compare this proverb to an English proverb that describes Britain as the empire on which the sun never sets.",The scepter represents a time when the British Empire was more powerful than it is today.,"The British Empire is being compared to a scepter, suggesting a symbol of power.",B,The person sitting on the scepter is an example of the sun never setting in the East.,"The British Empire is being compared to a scepter, suggesting a symbol of power.",The scepter represents a time when the British Empire was more powerful than it is today.,"[""The person sitting on the scepter is an example of the sun never setting in the East."",
""The British Empire is being compared to a scepter, suggesting a symbol of power."",
""The scepter represents a time when the British Empire was more powerful than it is today.""]",1.0,1.0,0.17,0.85,95.5
b,cot_xl,Arabic,MID0635,من بره هلا هلا ومن جوه يفتح الله,A fair face may hide a foul heart.,"A proverb refers to people who appear good to us, but their reality is different.",True,"A proverb refers to people who appear good to us, but their reality is different.",This proverb highlights the difference between physical appearance and spiritual enlightenment,A saying that implies the outside world is more beautiful than our own,A phrase that suggests external circumstances can determine a person's true nature,A,A saying that implies the outside world is more beautiful than our own,This proverb highlights the difference between physical appearance and spiritual enlightenment,A phrase that suggests external circumstances can determine a person's true nature,"[""A saying that implies the outside world is more beautiful than our own"", ""This proverb highlights the difference between physical appearance and spiritual enlightenment"", ""A phrase that suggests external circumstances can determine a person's true nature""]",1.0,1.0,0.8,0.96,98.8
b,cot_xl,Arabic,MID0636,منشان عين تكرم ألف عين.,"Love me, love my dog.","Meaning: For the sake of one person, you honor a hundred people. It is said about those who you are forced to deal with despite their harm to you, out of respect for those you love.",True,"You should only prioritize the needs of those you love, no matter the cost.","Meaning: For the sake of one person, you honor a hundred people. It is said about those who you are forced to deal with despite their harm to you, out of respect for those you love.",The love you have for one person can only be reciprocated by people who share similar interests in animals.,Showing affection to a pet directly correlates to the level of affection you have for your partner.,B,"You should only prioritize the needs of those you love, no matter the cost.",The love you have for one person can only be reciprocated by people who share similar interests in animals.,Showing affection to a pet directly correlates to the level of affection you have for your partner.,"[""You should only prioritize the needs of those you love, no matter the cost."", ""The love you have for one person can only be reciprocated by people who share similar interests in animals."", ""Showing affection to a pet directly correlates to the level of affection you have for your partner.""]",1.0,1.0,0.46,0.88,96.4
b,cot_xl,Arabic,MID0637,وذاد الطين بله ,Add fuel to the flames.,It means that the clay is soft and more water was poured on it. It is also said to a person who wants to solve a problem and then makes it more complicated than it is.,True,The proverb refers to the art of mixing clay with an excessive amount of water to create a peculiar type of pottery.,This phrase suggests using fire to dry excess water from the clay.,It means that the clay is soft and more water was poured on it. It is also said to a person who wants to solve a problem and then makes it more complicated than it is.,"It implies that clay is a source of fuel, and the phrase warns against burning clay in a cooking fire.",C,The proverb refers to the art of mixing clay with an excessive amount of water to create a peculiar type of pottery.,This phrase suggests using fire to dry excess water from the clay.,"It implies that clay is a source of fuel, and the phrase warns against burning clay in a cooking fire.","[""The proverb refers to the art of mixing clay with an excessive amount of water to create a peculiar type of pottery."", ""This phrase suggests using fire to dry excess water from the clay."", ""It implies that clay is a source of fuel, and the phrase warns against burning clay in a cooking fire.""]",1.0,1.0,0.5,0.9,97.0
b,cot_xl,Arabic,MID0638,وطني ولا ملو بطني.,There is no place like home,"It is a proverb that encourages love of one’s homeland and not living in anoter country, even if living abroad is comfortable.",True,Pride over one's homeland is the ultimate form of arrogance.,This proverb suggests that a person's ancestry determines their social status.,"It is a proverb that encourages love of one’s homeland and not living in anoter country, even if living abroad is comfortable.",A strong sense of loyalty to one's homeland can sometimes justify extreme actions.,C,Pride over one's homeland is the ultimate form of arrogance.,This proverb suggests that a person's ancestry determines their social status.,A strong sense of loyalty to one's homeland can sometimes justify extreme actions.,"[""Pride over one's homeland is the ultimate form of arrogance."", ""This proverb suggests that a person's ancestry determines their social status."", ""A strong sense of loyalty to one's homeland can sometimes justify extreme actions.""]",1.0,1.0,0.52,0.94,98.2
b,cot_xl,Arabic,MID0639,يجي الخريف.. واللواري بتقيف,Every dog has its day.,"A proverb used when a person needs something and this thing is with someone else he knows, so the other person refuses to give it to him. Therefore, the person in need reminds the other person that one day he will need something as well.",True,"In this context, the speaker is hinting at the owner's impending death, when the dog will inherit everything.","The saying means that once a person gets older, their life slows down.","A proverb used when a person needs something and this thing is with someone else he knows, so the other person refuses to give it to him. Therefore, the person in need reminds the other person that one day he will need something as well.","When the autumn comes, the owner will leave the dog to fend for itself.",C,"When the autumn comes, the owner will leave the dog to fend for itself.","The saying means that once a person gets older, their life slows down.","In this context, the speaker is hinting at the owner's impending death, when the dog will inherit everything.","[""When the autumn comes, the owner will leave the dog to fend for itself."", ""The saying means that once a person gets older, their life slows down."", ""In this context, the speaker is hinting at the owner's impending death, when the dog will inherit everything.""]",1.0,1.0,0.33,0.92,97.6
b,cot_xl,Arabic,MID0640,أبركها ساعة,Glad it is over! I shall send you a sympathy card.,Showing happiness when getting rid of someone.,True,It's good luck to send a sympathy card to someone you're happy about,You should be grateful for a chance to visit this person,This person's departure will make room for new opportunities,Showing happiness when getting rid of someone.,D,You should be grateful for a chance to visit this person,This person's departure will make room for new opportunities,It's good luck to send a sympathy card to someone you're happy about,"[""You should be grateful for a chance to visit this person"", ""This person's departure will make room for new opportunities"", ""It's good luck to send a sympathy card to someone you're happy about""]",1.0,1.0,1.57,0.93,97.9
b,cot_xl,Arabic,MID0641,أكل و راحه ونومه في البراحه,filling tummy and spending money,It is said of an unemployed person.,True,He has many hobbies,It is said of an unemployed person.,A frequent traveler,A good investment strategist,B,He has many hobbies,A good investment strategist,A frequent traveler,"[""He has many hobbies"", ""A good investment strategist"", ""A frequent traveler""]",1.0,0.0,0.52,0.94,68.2
b,cot_xl,Arabic,MID0642,إنفخ يا شريم قال ماكو برطم.,Born to suffer. / You can not escape bad luck,"Shraim is the name of a person who does not have lips. People asked him to blow his lips, but he said he did not have a lip so he could blow. It is said to someone who does not have the ability to do something, and is nevertheless asked to do it, or if you do not expect a certain thing to fulfill your wishes because you think it is not enough.",True,The proverb refers to a person who has a talent for making excuses about physical limitations.,"This proverb is about a person who was once a skilled musician, but now has lost the ability to play the flute.","Shraim is the name of a person who does not have lips. People asked him to blow his lips, but he said he did not have a lip so he could blow. It is said to someone who does not have the ability to do something, and is nevertheless asked to do it, or if you do not expect a certain thing to fulfill your wishes because you think it is not enough.","In this proverb, Shraim is a person who is trying to avoid responsibility by claiming they are unable to blow air.",C,"In this proverb, Shraim is a person who is trying to avoid responsibility by claiming they are unable to blow air.",The proverb refers to a person who has a talent for making excuses about physical limitations.,"This proverb is about a person who was once a skilled musician, but now has lost the ability to play the flute.","[""In this proverb, Shraim is a person who is trying to avoid responsibility by claiming they are unable to blow air."", ""The proverb refers to a person who has a talent for making excuses about physical limitations."", ""This proverb is about a person who was once a skilled musician, but now has lost the ability to play the flute.""]",1.0,1.0,0.27,0.8,94.0
b,cot_xl,Arabic,MID0643,الباب اللي يجيك منه الريح سده واستريح.,If you are always dwelling in trouble change the address.,"In this proverb, the wind refers to troubles, problems and difficulties, and as long as its door is open, it will continue to hit you from every side. Sometimes we forget to describe this door and the problems it brings, so the suffering and pain last longer.",True,"In this proverb, the wind refers to troubles, problems and difficulties, and as long as its door is open, it will continue to hit you from every side. Sometimes we forget to describe this door and the problems it brings, so the suffering and pain last longer.",the address is a representation of a person's spiritual or emotional state,the door is a metaphor for a person's ability to adapt to their environment,the wind represents the importance of cleanliness and taking care of one's personal space,A,the door is a metaphor for a person's ability to adapt to their environment,the wind represents the importance of cleanliness and taking care of one's personal space,the address is a representation of a person's spiritual or emotional state,"[""the door is a metaphor for a person's ability to adapt to their environment"", ""the wind represents the importance of cleanliness and taking care of one's personal space"", ""the address is a representation of a person's spiritual or emotional state""]",1.0,1.0,0.28,0.88,96.4
b,cot_xl,Arabic,MID0644,الباب يوسع جمل,Good riddance.,It is used to expel an unwanted person!,True,A person's door is always open for a friend.,The number of words in a language determines the size of the door.,It is used to expel an unwanted person!,Opening the door is how you say hello.,C,A person's door is always open for a friend.,Opening the door is how you say hello.,The number of words in a language determines the size of the door.,"[""A person's door is always open for a friend."",
""Opening the door is how you say hello."",
""The number of words in a language determines the size of the door.""]",1.0,1.0,1.25,0.91,97.3
b,cot_xl,Arabic,MID0645,الروس نامت والعصاعص قامت,A fooling master makes a standing servant.,It is used to describe a time when the mean will prevail and the forbearing and generous will be humiliated.,True,It is used to describe a time when the mean will prevail and the forbearing and generous will be humiliated.,"When a master tries to use magic to control his servant, he ends up becoming a servant himself.","In a household where the servant has a higher social status, the master will be made to obey.",A wise master who learns a new language will become a servant to those who speak it fluently.,A,"In a household where the servant has a higher social status, the master will be made to obey.","When a master tries to use magic to control his servant, he ends up becoming a servant himself.",A wise master who learns a new language will become a servant to those who speak it fluently.,"[""In a household where the servant has a higher social status, the master will be made to obey."", ""When a master tries to use magic to control his servant, he ends up becoming a servant himself."", ""A wise master who learns a new language will become a servant to those who speak it fluently.""]",1.0,1.0,0.9,0.84,95.2
b,cot_xl,Arabic,MID0646,الشيفه شيفه والمعاني ضعيفه,still waters run deep.,"Don't be fooled by appearance, there are people with good appearances, but they have bad morals.",True,Those who appear calm and serene are often hiding their wealth in secret bank accounts.,"If a person is too quiet and not talking much, they might be a very successful diplomat.","Don't be fooled by appearance, there are people with good appearances, but they have bad morals.",The one who always speaks softly is most likely from a high social status background.,C,The one who always speaks softly is most likely from a high social status background.,Those who appear calm and serene are often hiding their wealth in secret bank accounts.,"If a person is too quiet and not talking much, they might be a very successful diplomat.","[""The one who always speaks softly is most likely from a high social status background."", ""Those who appear calm and serene are often hiding their wealth in secret bank accounts."", ""If a person is too quiet and not talking much, they might be a very successful diplomat.""]",1.0,1.0,0.98,0.95,98.5
b,cot_xl,Arabic,MID0647,الغيم يحوم والرب رحوم,Every cloud has a silver lining.,It refers to the hope to get something that you need.,True,It refers to the hope to get something that you need.,"In this context, the phrase is a warning that even the most pleasant weather can turn into a storm at any moment.",The proverb is a reminder that all clouds are created equal and have an equal chance of bringing good or bad weather.,"The saying means that even the darkest clouds are followed by the mercy of God, but not necessarily in a way that benefits you directly.",A,"The saying means that even the darkest clouds are followed by the mercy of God, but not necessarily in a way that benefits you directly.","In this context, the phrase is a warning that even the most pleasant weather can turn into a storm at any moment.",The proverb is a reminder that all clouds are created equal and have an equal chance of bringing good or bad weather.,"[""The saying means that even the darkest clouds are followed by the mercy of God, but not necessarily in a way that benefits you directly."",
""In this context, the phrase is a warning that even the most pleasant weather can turn into a storm at any moment."",
""The proverb is a reminder that all clouds are created equal and have an equal chance of bringing good or bad weather.""]",1.0,1.0,2.09,0.86,95.8
b,cot_xl,Arabic,MID0648,القلوب شواهد,The heart knows what the heart wants.,"(The heart is a witness to the other heart) is a proven fact. Through your heart you know who loves you and who hates you, who is honest with you and who is not. To express our feelings, we spontaneously say: Hearts are witnesses, and sometimes we say: Hearts support each other, and the meaning is the same. This proverb stems from experience, and it is a true feeling that we feel and sense through our hearts.",True,Hearts are containers for storing evidence.,"When the heart is full, it will testify to the truth.","(The heart is a witness to the other heart) is a proven fact. Through your heart you know who loves you and who hates you, who is honest with you and who is not. To express our feelings, we spontaneously say: Hearts are witnesses, and sometimes we say: Hearts support each other, and the meaning is the same. This proverb stems from experience, and it is a true feeling that we feel and sense through our hearts.",The heart has knowledge that is only visible to the heart.,C,Hearts are containers for storing evidence.,The heart has knowledge that is only visible to the heart.,"When the heart is full, it will testify to the truth.","[""Hearts are containers for storing evidence."", ""The heart has knowledge that is only visible to the heart."", ""When the heart is full, it will testify to the truth."" ]",1.0,1.0,0.12,0.92,97.6
b,cot_xl,Arabic,MID0649,اللي ما يطول العنب حامضٍ عنه يقول.,They would find a fault with a fat goose.,"Often, some people use this proverb to refer to people who blame circumstances for their failure, while that failure is due to the person’s lack of enthusiasm and the lack of effort he exerts to reach his goal or objective.",True,They say this about someone who is good at blaming others,It is a warning to be careful when eating too much fatty food because it can lead to an acidic personality,This proverb is used to describe a type of goose that has a high level of acidity,"Often, some people use this proverb to refer to people who blame circumstances for their failure, while that failure is due to the person’s lack of enthusiasm and the lack of effort he exerts to reach his goal or objective.",D,They say this about someone who is good at blaming others,This proverb is used to describe a type of goose that has a high level of acidity,It is a warning to be careful when eating too much fatty food because it can lead to an acidic personality,"[""They say this about someone who is good at blaming others"",""This proverb is used to describe a type of goose that has a high level of acidity"",""It is a warning to be careful when eating too much fatty food because it can lead to an acidic personality""]",1.0,1.0,0.41,0.93,97.9
b,cot_xl,Arabic,MID0650,انطر يا حمار على ما يجيك الربيع.,You have to wait donkey's years.,"This proverb refers that it is impossible to achieve what one wants and achieve goals, as they may be considered as a form of fantasy.",True,This proverb is meant to be taken literally and is advising people to wait until the spring season to start new endeavors.,"The donkey is a symbol of hard work and diligence, and the proverb is encouraging people to put in long hours to achieve their goals.","This proverb refers that it is impossible to achieve what one wants and achieve goals, as they may be considered as a form of fantasy.",The speaker is literally advising a donkey to wait for spring.,C,The speaker is literally advising a donkey to wait for spring.,This proverb is meant to be taken literally and is advising people to wait until the spring season to start new endeavors.,"The donkey is a symbol of hard work and diligence, and the proverb is encouraging people to put in long hours to achieve their goals.","[""The speaker is literally advising a donkey to wait for spring."", ""This proverb is meant to be taken literally and is advising people to wait until the spring season to start new endeavors."", ""The donkey is a symbol of hard work and diligence, and the proverb is encouraging people to put in long hours to achieve their goals.""]",1.0,1.0,0.77,0.8,94.0
b,cot_xl,Arabic,MID0651,بغى يكحلها عماها,gild the lily.,It is used to describe a person who intends to fix something but spoils it due to his poor management.,True,The person who intends to fix something is being forced into it by their aunt,It is used to describe a person who intends to fix something but spoils it due to his poor management.,Fixing something is a way to prove one's love to their aunt,The act of gilding the lily is a sign of disrespect towards one's aunt,B,The person who intends to fix something is being forced into it by their aunt,Fixing something is a way to prove one's love to their aunt,The act of gilding the lily is a sign of disrespect towards one's aunt,"[""The person who intends to fix something is being forced into it by their aunt"", 
""Fixing something is a way to prove one's love to their aunt"", 
""The act of gilding the lily is a sign of disrespect towards one's aunt""]",1.0,1.0,0.68,0.81,94.3
b,cot_xl,Arabic,MID0652,بغيناه عون صار فرعون,A wolf in sheep's clothing.,"Someone two faced, you think they are good in the beginning but turn out to be awful. ",True,A wolf in sheep's clothing is a symbol of good luck and prosperity.,Someone who is a wolf in sheep's clothing is often a great listener and mediator.,A person who has been wronged will eventually become a powerful leader.,"Someone two faced, you think they are good in the beginning but turn out to be awful. ",D,A person who has been wronged will eventually become a powerful leader.,A wolf in sheep's clothing is a symbol of good luck and prosperity.,Someone who is a wolf in sheep's clothing is often a great listener and mediator.,"[""A person who has been wronged will eventually become a powerful leader."",""A wolf in sheep's clothing is a symbol of good luck and prosperity."",""Someone who is a wolf in sheep's clothing is often a great listener and mediator.""]",1.0,1.0,0.78,0.82,94.6
b,cot_xl,Arabic,MID0653,بوطبيع ما يجور عن طبعه,Old habits die hard.,It is said about someone who is accustomed to something and cannot get rid of.,True,This proverb implies that someone's personality is defined by their habits,It is said about someone who is accustomed to something and cannot get rid of.,It is said that one's past experiences shape their present personality in a way that cannot be changed,The phrase suggests that old age is a sign of declining abilities,B,The phrase suggests that old age is a sign of declining abilities,This proverb implies that someone's personality is defined by their habits,It is said that one's past experiences shape their present personality in a way that cannot be changed,"[""The phrase suggests that old age is a sign of declining abilities"", ""This proverb implies that someone's personality is defined by their habits"", ""It is said that one's past experiences shape their present personality in a way that cannot be changed""]",1.0,1.0,0.91,0.87,96.1
b,cot_xl,Arabic,MID0654,جاك الموت يا تارك الصلاه,Your sins have caught up with you.,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly.",True,To be born in a poor family,To be caught by an overzealous tax collector,To meet a strict family elder at a relative's wedding,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly.",D,To be born in a poor family,To be caught by an overzealous tax collector,To meet a strict family elder at a relative's wedding,"[""To be born in a poor family"", ""To be caught by an overzealous tax collector"", ""To meet a strict family elder at a relative's wedding""]",1.0,1.0,0.22,0.85,95.5
b,cot_xl,Arabic,MID0655,حاط دوبَه دُوبي, he picks on me,He made me the center of his attention in quarrels and arguments.,True,He made me the center of his attention in quarrels and arguments.,He is paying me a compliment,He is a talented musician,He chose me for a specific task,A,He chose me for a specific task,He is a talented musician,He is paying me a compliment,"[""He chose me for a specific task"", ""He is a talented musician"", ""He is paying me a compliment""]",1.0,1.0,0.5,0.71,91.3
b,cot_xl,Arabic,MID0656,حلات الثوب رقعته منه وفيه,Cut from the same cloth.,"It means that adhering to the origins of something increases its beauty, as it is preferable for a person to meet with someone who is of his origin, whether in marriage, work, etc.",True,To imply that one's family history is tied to their fashion sense.,A phrase suggesting the act of cutting someone out of something is a beautiful gesture.,A metaphor for the imperfections of a handmade garment.,"It means that adhering to the origins of something increases its beauty, as it is preferable for a person to meet with someone who is of his origin, whether in marriage, work, etc.",D,To imply that one's family history is tied to their fashion sense.,A metaphor for the imperfections of a handmade garment.,A phrase suggesting the act of cutting someone out of something is a beautiful gesture.,"[""To imply that one's family history is tied to their fashion sense."", ""A metaphor for the imperfections of a handmade garment."", ""A phrase suggesting the act of cutting someone out of something is a beautiful gesture.""]",1.0,1.0,0.36,0.93,97.9
b,cot_xl,Arabic,MID0657,خبز خبزتيه يا الرفله إكليه.," You made your bed, now lie in it.","One must bear the consequences of a plan that was thought to be appropriate at the time, but later turned out to be foolish.",True,"One must bear the consequences of a plan that was thought to be appropriate at the time, but later turned out to be foolish.","The bread you made is now stale, so you might as well eat it.","You didn't listen to my advice, now you have to deal with the mess.",Your choice of bedding is a reflection of your overall lifestyle.,A,"You didn't listen to my advice, now you have to deal with the mess.",Your choice of bedding is a reflection of your overall lifestyle.,"The bread you made is now stale, so you might as well eat it.","[""You didn't listen to my advice, now you have to deal with the mess."", ""Your choice of bedding is a reflection of your overall lifestyle."", ""The bread you made is now stale, so you might as well eat it.""]",1.0,1.0,0.54,0.94,98.2
b,cot_xl,Arabic,MID0658,راحت السكرة وجات الفكرة,The idea came after the drunkness passed.,For someone who is cautious after going astray and regrets what he has missed.,True,"After a hangover, creativity strikes",For someone who is cautious after going astray and regrets what he has missed.,"When drunk, wisdom comes later",The idea came after a night of partying,B,The idea came after a night of partying,"When drunk, wisdom comes later","After a hangover, creativity strikes","[""The idea came after a night of partying"", ""When drunk, wisdom comes later"", ""After a hangover, creativity strikes""]",1.0,1.0,0.43,0.94,98.2
b,cot_xl,Arabic,MID0659,ردت حليمه لعادتها القديمه,Old habits die hard,This proverb is said to a person who gave up a habit and then returned to it again.,True,"When this proverb is used, it's a sign that someone is being overly nostalgic about their past",This proverb is said to a person who gave up a habit and then returned to it again.,The person has a deep respect for their ancestors' customs,It means someone is trying to preserve a traditional skill that is on the verge of being lost,B,The person has a deep respect for their ancestors' customs,It means someone is trying to preserve a traditional skill that is on the verge of being lost,"When this proverb is used, it's a sign that someone is being overly nostalgic about their past","[""The person has a deep respect for their ancestors' customs"", ""It means someone is trying to preserve a traditional skill that is on the verge of being lost"", ""When this proverb is used, it's a sign that someone is being overly nostalgic about their past""]",1.0,1.0,0.83,0.89,96.7
