Sample_ID,source_text,english_translation,Cultural_Context
MID0601,اضان الحامل طرشه,Turn a blind eye.,"This proverb is used to describe people who ignore people’s words, or in other words (who are ignorant)."
MID0602,اقولو تيس تقولوا يحلبوه, Don't confuse me with facts!,"It is said to someone who disagrees with something clear and evident. It is said to him, “I tell you it is abull"", and you say “Milk it”! It is known that a bull does not give milk."
MID0603,الأمو عريانة، ما يكسي خالته,Charity begins at home,"This means that charity work must start at home, as the Egyptian proverb says: “If the oil is not enough for the family, it is forbidden for the neighbors.”"
MID0604,التسوي بـ ايدك يغلب اجاويدك ,"you made your bed, now you have to lie in it.",It is used to describe anyone who has caused a disaster or something to himself and cannot control what he has done or is beyond his control.
MID0605,التسوي كريت تلقى في جلدها.,What goes around comes around.,"This is a Sudanese proverb that is often used to describe someone who does something and it backfires on them, even after a while. There was a man who owned a goat. He had a (Qard) tree, which is a jujube tree that grows naturally and is widely spread in different regions of Sudan. This Qard tree was planted in the courtyard of the house. The goat ate a large amount of the saffron from the Qard tree and got tired from eating so much saffron, and its belly swelled until it was close to death. Before it died, its owner slaughtered it, skinned it, and tanned its hide with Qard so that it would become (fur). The proverb means that the goat brought evil upon itself. Therefore, it became a custom and people began to use this proverb and use it on different occasions to describe people who bring trouble upon themselves."
MID0606,التعيس تكته بتعتر ليه,Remove an old tree and it will wither to death.,This proverb indicates the continuity of misery throughout the life of the miserable person.
MID0607,التور أن وقع كترت سكاكينوا.,"When the tree is fallen, every one runs to it with his axe.","This proverb means that any criminal who falls into a disaster is gloated over a lot, and there is a lot of talk that he caused problems, so he was likened to the fallen bull."
MID0608,الجاياك ما بتختاك.,What is meant to be will always find its way.,What is meant for you must happen to you.
MID0609,الحسنه في المنعول شي الشره في القندول.,For every good deed comes evil. ,It means that there is no good in someone who has no hope.
MID0610,الخلاء ولا الرفيق الفسل,Better to be alone than in a bad company. ,"In Sudan, the word “Fasl” means a stingy, and “Khalaa” means the wilderness and desert. The overall meaning of the proverb: It is better for a person to walk in the wilderness and desert alone, rather than being with a stingy friend."
MID0611,الطشاش في بلد العمي شوف ,"In the land of the blind, the one-eyed man is king.","Meaning a man with little education in a country or region whose people are ignorant is like a scholar to them, so it is said (the one-eyed man in the land of the blind is a king)."
MID0612,القرد الكبير ما بيتعلم الرقيص,You cannot teach an old dog new trick.,"It means is that education in old age is difficult and useless. There is a similar Egyptian proverb: ""When he grew old, they sent him to school."""
MID0613,القرماضه ولا الرقاده, A living dog is better than a dead lion.,"Al-Qaramadah: A sheep that eats everything (ruins everything) is better than a sleeping one that does not eat. A metaphor for men, meaning that a man who does any work is better than one who does not work."
MID0614,القُفه ام اضنين بشيلوها نفرين.,It takes two to tango.,"It indicates cooperation, solidarity and compassion among people. There is a similar proverb: “One hand can’t clap”, which conveys the same meaning, although it is in the context of urging cooperation."
MID0615,الكلب ينبح والجمل يفوت.,Progress cannot be stopped by the criticisms of scoundrels.,"One of the most useful Sudanese proverbs, especially for the administrator who might use the proverb to appease a Sudanese nobleman who is upset that his ""honor"" has been lost by a lowly man. The proverb generally means that a great man should not pay attention to what ordinary people say. The camel is mentioned in this proverb because it is a great animal for the Arabs, as it is said that camels know the hundred names of Allah (which is something that humans do not know)!"
MID0616,الما بتاكلو ما بيخنقك,If the shoe fits wear it.,"If you have been falsely accused of stealing a sheep, for example, and you did not, you will stand before the judge with a clear conscience. This is a tribute to justice in Sudan."
MID0617,الما بتلحقه جدعه,"If you can't beat them, join them.",Do your best to catch up with someone who is better than you at something.
MID0618,الما يخدم ضراعه لمن النهار يحمر، يخدموه الرجال لمن يعمى.,Heaven helps those who help themselves,"It is a proverb that encourages working hard and being diligent when young, so that one does not have to work for others (even when one grows old and goes blind). The proverb is similar to the Egyptian proverb that says: “A white penny is useful on a rainy day.”"
MID0619,ايد لي ايد تجده بعيييد,Unique is strength.,"This proverb refers to unity, collective participation and cooperation."
MID0620,بجاه الملوك نلوك.,Living in the shadow of others.,For those who live on the blessings of others.
MID0621,بحرا ما فيهو تمساح يقدل فيه الورل,"When the cat's away, the mice will play.","It is used as a metaphor for the absence of a senior official in the clan or village. When he is absent, the rabble brags and the voices of the rabble rise. It is also synonymous with it in some Sudanese regions, where they say: Abu Shanab is absent and Abu Dhanab plays."
MID0622,بليلة المباشر ولا ضبيحة (طبيخة) المكاشر,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.","Someone who gives you a little with love and a smile is better than someone who gives you a lot but without kindness. It is like the Egyptian proverb ""Meet me, but don't feed me."""
MID0623,تاكل اكل السوسة.. والعافية مسدوسة,"Eat like a bird, but never gain a pound.","A proverb said about people who eat large amounts of food greedily, but it is noticed that they do not gain weight, so they are likened to a weevil."
MID0624,جبل الكُحل هدنوا المراويد ,Constant dropping wears away a stone,"Marwad: is what a woman uses to apply kohl to her eyes, as is well known."
MID0625,جزا المعروف أربعة كفوف.,Evil in return for good deed.,"This is a proverb that mocks the ungrateful nature of humanity. A similar proverb is, “My hand is in your nose, and your finger is in my eye.” It is the opposite of the Arabic proverb that says, “A loyal brother is one who works with you and harms himself to benefit you.”"
MID0626,ذاد الحِبان ليهو مكان أو ذاد الحِبان له مكان,The company makes the feast.,"Al-Hebban, in the Sudanese dialect, means family and close friends. The proverb means that eating with brothers, family and friends has a special taste and value."
MID0627,شجر الدوم برمي ضلوا بعيد.,March to a different drummer.,"It is said about someone who spends his charity far away from people. In other regions, it is interpreted as someone who does not give charity to his clan, but rather gives charity to strangers."
MID0628,ضربني وبكي وسبقني اشتكي ,Wrong and strong.,It is said to someone who takes the initiative to harm and complains about the one who harmed him before the wronged person complains.
MID0629,لالوب بلدنا ولا تمر الناس ,Better the devil you know.,It is said to someone who is looking for what people have. Laloob is a fruit less valuable than dates.
MID0630,لحقتهن أمات طه,Searching for a needle in a haystack.,It is said to someone who lost something and could not find it easily.
MID0631,مد رجليك قدر لحافك,Cut your coat according to your cloth.,"Always keep your ambitions within the limits of your financial and social status, and so on. For example, if a poor man wants to propose to a beautiful and wealthy girl, he is told, “Stretch your legs to the length of your blanket.”"
MID0632,مسيك دربين ضهيب وركيب سرجين وقيع,A Jack of all trades is master of none. ,"It is said to a person who wants to do several things at the same time, or make several decisions at the same time."
MID0633,مصيروا الضفر ما بطلع من اللحم ,Blood is thicker than water.,It is said as advice to those who conflicts with their families.
MID0634,ملكين (مكين) فوق كركر، كان دا غاب، داك حضر,The sun never sets upon the British Empire,"Al-Karkur: The scepter of the Funj Sultan. The word scepter is used metaphorically, as what the Funj Sultan used to sit on was nothing more than something similar to a sugar box with two sides removed. About 20 years after the fall of the Funj Sultanate, Al-Faki Hamad Al-Nil Abdul-Baqi (in Taiba) in 1840 AD took a scepter of another kind. The proverb is said of a great man who is always present. We can compare this proverb to an English proverb that describes Britain as the empire on which the sun never sets."
MID0635,من بره هلا هلا ومن جوه يفتح الله,A fair face may hide a foul heart.,"A proverb refers to people who appear good to us, but their reality is different."
MID0636,منشان عين تكرم ألف عين.,"Love me, love my dog.","Meaning: For the sake of one person, you honor a hundred people. It is said about those who you are forced to deal with despite their harm to you, out of respect for those you love."
MID0637,وذاد الطين بله ,Add fuel to the flames.,It means that the clay is soft and more water was poured on it. It is also said to a person who wants to solve a problem and then makes it more complicated than it is.
MID0638,وطني ولا ملو بطني.,There is no place like home,"It is a proverb that encourages love of one’s homeland and not living in anoter country, even if living abroad is comfortable."
MID0639,يجي الخريف.. واللواري بتقيف,Every dog has its day.,"A proverb used when a person needs something and this thing is with someone else he knows, so the other person refuses to give it to him. Therefore, the person in need reminds the other person that one day he will need something as well."
MID0640,أبركها ساعة,Glad it is over! I shall send you a sympathy card.,Showing happiness when getting rid of someone.
MID0641,أكل و راحه ونومه في البراحه,filling tummy and spending money,It is said of an unemployed person.
MID0642,إنفخ يا شريم قال ماكو برطم.,Born to suffer. / You can not escape bad luck,"Shraim is the name of a person who does not have lips. People asked him to blow his lips, but he said he did not have a lip so he could blow. It is said to someone who does not have the ability to do something, and is nevertheless asked to do it, or if you do not expect a certain thing to fulfill your wishes because you think it is not enough."
MID0643,الباب اللي يجيك منه الريح سده واستريح.,If you are always dwelling in trouble change the address.,"In this proverb, the wind refers to troubles, problems and difficulties, and as long as its door is open, it will continue to hit you from every side. Sometimes we forget to describe this door and the problems it brings, so the suffering and pain last longer."
MID0644,الباب يوسع جمل,Good riddance.,It is used to expel an unwanted person!
MID0645,الروس نامت والعصاعص قامت,A fooling master makes a standing servant.,It is used to describe a time when the mean will prevail and the forbearing and generous will be humiliated.
MID0646,الشيفه شيفه والمعاني ضعيفه,still waters run deep.,"Don't be fooled by appearance, there are people with good appearances, but they have bad morals."
MID0647,الغيم يحوم والرب رحوم,Every cloud has a silver lining.,It refers to the hope to get something that you need.
MID0648,القلوب شواهد,The heart knows what the heart wants.,"(The heart is a witness to the other heart) is a proven fact. Through your heart you know who loves you and who hates you, who is honest with you and who is not. To express our feelings, we spontaneously say: Hearts are witnesses, and sometimes we say: Hearts support each other, and the meaning is the same. This proverb stems from experience, and it is a true feeling that we feel and sense through our hearts."
MID0649,اللي ما يطول العنب حامضٍ عنه يقول.,They would find a fault with a fat goose.,"Often, some people use this proverb to refer to people who blame circumstances for their failure, while that failure is due to the person’s lack of enthusiasm and the lack of effort he exerts to reach his goal or objective."
MID0650,انطر يا حمار على ما يجيك الربيع.,You have to wait donkey's years.,"This proverb refers that it is impossible to achieve what one wants and achieve goals, as they may be considered as a form of fantasy."
MID0651,بغى يكحلها عماها,gild the lily.,It is used to describe a person who intends to fix something but spoils it due to his poor management.
MID0652,بغيناه عون صار فرعون,A wolf in sheep's clothing.,"Someone two faced, you think they are good in the beginning but turn out to be awful. "
MID0653,بوطبيع ما يجور عن طبعه,Old habits die hard.,It is said about someone who is accustomed to something and cannot get rid of.
MID0654,جاك الموت يا تارك الصلاه,Your sins have caught up with you.,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly."
MID0655,حاط دوبَه دُوبي, he picks on me,He made me the center of his attention in quarrels and arguments.
MID0656,حلات الثوب رقعته منه وفيه,Cut from the same cloth.,"It means that adhering to the origins of something increases its beauty, as it is preferable for a person to meet with someone who is of his origin, whether in marriage, work, etc."
MID0657,خبز خبزتيه يا الرفله إكليه.," You made your bed, now lie in it.","One must bear the consequences of a plan that was thought to be appropriate at the time, but later turned out to be foolish."
MID0658,راحت السكرة وجات الفكرة,The idea came after the drunkness passed.,For someone who is cautious after going astray and regrets what he has missed.
MID0659,ردت حليمه لعادتها القديمه,Old habits die hard,This proverb is said to a person who gave up a habit and then returned to it again.
MID0660,سو خير وقطه بحر.,Do good and cast it into the sea.,"An old Kuwaiti proverb that indicates that when a person does good, he wants reward from Allah and does not expect praise or commendation from people for his work."
MID0661,سيل ما يبلك ما يهمك,"Not my circus, not my monkeys.","It is better not to care about rain falling in a distant area that does not benefit you, because each person should care about his own personal affairs and not care about what others suffer. In other words, only care about your affairs and do not interfere in the affairs of others."
MID0662,طرار ويتشرط,Beggars can't be choosers.,Tarar: The beggar who begs for his food from people.
MID0663,طق واطمر,Strike while the iron is hot.,used to encourage someone to take action or to advise someone who is hesitant.
MID0664,عباس فوق دباس,Like a madhouse,It is used to describe the extreme chaos among people or the lack of order in some places.
MID0665,كثر الدق يفك اللحام.,Constant dripping wears away the stone,It means that continuous knocking on anything can loosen it or even crush it if we want.
MID0666,كل يرى الناس بعين طبعه,"People see the world not as it is, but as they are.",It is used to describe a corrupt or immoral person who accuses people of corruption and immorality.
MID0667,كلوا كده وسبوا يده,Biting the hand that feeds you.,It is said about someone who is given some of his goodness without being thanked for it.
MID0668,لا تدخل عصك بشى مايخصك.,Don't poke your nose into others' affairs.,Do not interfere in matters that do not concern you.
MID0669,لا تودع الفار شحمه,Don't let the fox guard the henhouse.,"someone who is known for a certain behavior or characteristic, such as dishonesty or failing to honor trusts, is unlikely to change."
MID0670,لي فات الفوت ما ينفع الصوت.,"Grasp all, lose all.",It is said about someone who regrets something that has passed.
MID0671,مايعرف رأسه من كرياسه,Can't tell his head from his tail.,A metaphor for stupidity or naivety.
MID0672,مد رجولك على قد لحافك.,Live within your means.,It is used to express that a person should consider his capabilities and circumstances in all matters of his life so that he does not aspire to something that does not conform to the limits of his available capabilities.
MID0673,من طلع من داره قل مقداره.,"East or west, home is best ",People often lose their significance or value when they are away from their familiar surroundings or home. 
MID0674,نام مظلوم ولا تنام ظالم.,"Better suffer ill, than do ill.",It is better to be oppressed than to be the oppressor. The proverb urges to avoid oppressing people.
MID0675,نوم الظالم عباده.,Let sleeping dogs lie.,"the oppression of the oppressor will stop when he sleeps, and people will be relieved of his oppression."
MID0676, إذا فات الفرصة لا ينفع الندم, It's no use crying over spilt milk.,It's no use too late.
MID0677, برمة الشرك لا تثور,Two cooks spoil the cook,"This proverb is used to describe a married couple who both want to run the household at the same time, meaning that their home will be ruined, like a ship that should have one captain, not two."
MID0678, خدم فشمس وكل فظله.,Hard work pays off.,"This proverb has several meanings, including:
Encouragement and motivation to work
Advice to exert more patience and endurance in order to succeed.
Pointing out the importance of allocating time for work and rest.
This proverb is used to encourage an individual to endure hardship and heat in his work; because the result of this work is comfort and pleasure."
MID0679, دافع النقم باللقم, Giving is receiving.,"Whoever has money, feeds people and gives charity, this will protect him from calamities. As for whoever does not do this, he will not have a blessing."
MID0680,أنا أقول جمل وانته تقول جبل.,Like talking to a brick wall.,"This proverb describes stubbornness and insistence on an opinion, even if it is clearly wrong."
MID0681,إذا فات الفوت ما ينفع الصوت, It's no use crying over spilt milk.,It means it's no use after it's too late.
MID0682,اتجمعها الغزالة وتاكلها السبالة,To take the credit for someone else's work.,"This proverb is said about a person who steals the effort or work of someone else and attributes it to himself, or a person who does a good deed and a vile person comes and attributes the work to himself."
MID0683,احابي حمد من اجل عيون محمد,"Love me, love my dog.","A person may not be honored for himself, but for the sake of others."
MID0684,اذا ما طاعك الدهر طيعه حتى تكون ربيعه,Adapt or perish.,"The proverb means that you must bow your head to the storm so that it does not overwhelm you, meaning that you must adapt to the times."
MID0685,اركب الهزيله حتى تلحق السمينه, Slow and steady wins the race.,"Be content with the little that is available until you get the much that is beneficial, and benefit from the little that is weak until you reach the strong."
MID0686,الأعور على العميان باشا,"in the land of the blind, the one-eyed man is king","The proverb means that a person who has one flaw thinks he is better than someone who has many flaws, means that he is superior to them."
MID0687,الاسم شايع والبطن جايع,A good name is better than riches,This proverb is used for a person who is famous but has nothing.
MID0688,البجمة اروح من الغلفة,Better something than nothing.,Half a disaster is better than a full disaster. It is an equivalent for the Egyptian proverb: One-eyedness is better than blindness.
MID0689,البيت يُدْخَل من بابه ,"Do it right, or don't do it at all.",It means that a person must take the right path to get his desires.
MID0690,الخساره مع بعض الناس عيد,One man's meat is another man's poison.,Some people's disasters provide benefits for other people. It is an equivalent for the proverb: the misfortunes of some people are benefits for others.
MID0691,الشيفة شيفة والمعاني ضعيفة.,still waters run deep.,"This proverb urges not to be fooled by appearance, as there are people with good appearances, but they have bad morals."
MID0692,العرق دساس ضارب إلى الأساس.,Blood will tell.,"This expression was quoted from the Prophet’s (PBUH) advice: “Choose [the womb] for your sperm, because indeed blood is contagious.” This proverb means that hereditary traits are passed down from ancestors to descendants, and that the traits and characteristics that we see and notice in a person are not all from his upbringing or acquired from his present environment, but he can inherit them from his ancestors and they affect his behavior or traits."
MID0693,اللي يبغي السح ما يقول أح,Nothing worth having comes easy.,This proverb means that whoever wants to achieve anything must face some problems.
MID0694,اما جلس وهجع واما اضرب ووجع,Do it right or don’t do it at all.,"The meaning of this proverb is: either do the work properly and in the best possible way, or don't do it at all."
MID0695,انا اقول جمل وانت تقول جبل,Like talking to a brick wall.,"This saying refers to a situation where someone goes on repeating the same argument over and over again, even though he has been contradicted repeatedly."
MID0696,انتظر يا حمار لين ما يرجع الربيع.,When pigs fly.,"This proverb refers to is impossibility to achieve desires goals, and that achieving such desires is considered a form of fantasy."
MID0697,بو ياكل حلواها يصبر على بلواها,"No pain, no gain.",The proverb means that whoever wants to enjoy the sweetness of things must be patient with their bitterness.
MID0698,تيتي تيتي كما رحتي جيتي.,Came empty-handed.,The proverb refers to suffering and hardship without any benefit or achieving the goal.
MID0699,سير بعيد وتعال سالم,Better safe than sorry.,"It is better to proceed on the safe route that guarantees your safe arrival even if it is long, rather than taking shortcuts that are not guaranteed and are fraught with risks."
MID0700,واللي فات مات,Let bygones be bygones,One should not care about the past and think only about the future.
MID0701,يوم ما عرفت تلعب قالت الملعب ضيق,A bad workman blames his tools.,This proverb is used for a person who tries to evade his responsibility or a person who seeks a trick by his inability to work.
MID0702,أحييني اليوم واقتلني غدوه.,You only live once.,"It is said about someone who does think about the future the consequences. It means that I only have the time I am in, so if you intend to kill me, then let it be tomorrow, and leave me today."
MID0703,أضرب القطوسة، تتربى العروسة.,kill the chicken to scare the monkey.,Hit the cat so the bride understands what awaits her if she makes a mistake.
MID0704,إذا كان الكلام من فضّة، السّكات من ذهب.,"Speech is silver, silence is golden",A proverb to encourage silence and stop chattering.
MID0705,إطعم الفم تستحى العين.,A bribe works miracles.,"If you want someone to be by your side or to benefit from fhim, you have to be generous with them financially."
MID0706,إلي تحسبو موسى يطلع فرعون,A wolf in sheep's clothing.,"When people thought that someone would be their support, but it turned out that he was cruel like Pharaoh. This proverb refers to a person who is deceived by others, until they recognize his true nature from his actions."
MID0707,ابعد ع الشر/البلا وغنيلو.,Dont wake a sleeping lion.,"This proverb is said as advice to stay away, flee, and close all doors of evil, as if it were a violent wind that would uproot everything in its path."
MID0708,اضرب الحديد وهو سخون,Strike while the iron is hot,"This proverb is used to emphasize the importance of hastening to perform something or complete it in its due time before the opportunity is lost and determination fades. It also stresses the importance of making decisions or taking action at the right moment, before it becomes too late."
MID0709,الثالثة ثابتة.,Third time is the charm.,"It means that the first two attempts may fail, and success will come in the third!"
MID0710,الجنازة حامية والميت كلب.,Much bran and little meal.,"The proverb refers to a person who died but did not deserve all this crying and regret, whether during the funeral or after it."
MID0711,الحنضلة ما تولي تفاحة والخرشي ما تبان فيه ملاحة ,You can't make a silk purse out of a sow's ear.,"No matter how polite you are with a bad-tempered person, it will not work with him."
MID0712,اللي خاف نجى.,Better safe than sorry.,Anyone who takes precautions and follows the safe path will always be safe from evil.
MID0713,اللي في القلب في القلب.,Deep in the heart.,This proverb often implies that real feelings are kept hidden within one's heart.
MID0714,اللي ما تعرفش تشطح اتقول الأرض عوجة.,A bad workman always blames his tools.,"He who does not dance well makes excuses for the crookedness of the earth, even though it is flat. It is said about someone who does not do his work well, so he makes excuses."
MID0715,اللي ما تفرقو المنية تفرقو الثنية. , All good things must come to an end.,He who does not depart because of death will depart by taking a different path.
MID0716,اللي ما يدري يقول سبول.,One half of the world doesn’t know how the other half lives.,"It is said about someone who judges something without knowing its reality, so he is deceived by its appearances and bases his judgment on them."
MID0717,اللي يتبع الحمام الجالي يروّح للمغاغر ,You are the company you keep.,It refers to someone who associates with bad company. 
MID0718,اللي يحب الللو يسهر الليل بكله ,He deserves not the sweet that will not taste the sour.,"It is an equivalent for the Arabic proverb: (He who seeks glory will stay up all night). Work hard to achieve your desired wishes, and you must make many sacrifices and not surrender in the face of obstacles."
MID0719,اللي يخالط المسعدين يسعد.,Happiness is contagious.,"The proverb means that happiness is contagious. If you live with a happy person, you will be happy. A happy person may not give you any of his money, but he may show you the path to happiness."
MID0720,اللي يعمل الخير ما يْشاورْش ,Good deeds speak for themselves.,"That means if someone wants to help people, he does not ask permission from them."
MID0721,المكتوب على الجبين لازم تراه العين.,What's meant to be will be.,Everyone will get what God has destined for them.
MID0722,ايد واحدة ماتصفقش,It takes two to tango.,It is said about something that a person cannot do alone.
MID0723,باب النجار محطم.,The shoemaker's wife is ill shod.,A proverb refers to mocking that the best people who help others are usually the ones who are unable to help themselves.
MID0724,بات ليلة حذا الجران صبح يقرقر ,"Who keeps company with the wolves, will learn to howl.",Whoever socializes with a people becomes one of them.
MID0725,بعد ما شاب هزوه (ادّاوه) للكتاب ,You can't teach an old dog new tricks.,"After he became old, they put him in school to study. The proverb is said when doing something after it is too late."
MID0726,بين البايع والشاري يفتح الله.,Take it or leave it.,"If the purchaser and sellers agree, whether by acceptance or rejection, by mutual consent, then there is no problem between them."
MID0727,تعطيهم عينيك يطمعوا في حواجبك.,"Give them an inch, and they'll take a mile.",It refers to people who take advantage of any concession you make.
MID0728,تمشي أيام الحرويدة وتجي أيام النجيح نوادروحصيدة وتناجر مليانة بالعيش ,After the rain comes the rainbow.,difficult times are temporary and better days will eventually come.
MID0729,جاب الصيد من وذنه.,He hits the nail on the head.,"It is an exaggeration in expressing strength and power. It is said to the one who solves a serious or impossible problem, and it may be used sarcastically or in a deprecatory manner, like ""there's no way anyone could accomplish that; you can't do something that impressive."" "
MID0730,جابها لروحو.,Make a rod for one’s own back.,It conveys the idea of creating problems or difficulties for oneself through one's own actions or decisions.
MID0731,جاك الموت يا تارك الصلاة.,Your sins have caught up with you ,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly."
MID0732,حمل الجماعة ريش ,Many hands make light work.,A heavy load becomes easy and a light load becomes easy if everyone cooperates with it.
MID0733,دوام الحال مالمحال.,Nothing stays the same.,It is impossible for any situation to remain permanent. 
MID0734,ذيل الكلب حطوه 100 سنة في قصبة طلع أعوج ,A leopard doesn't change its spots.,It indicates that someone who has a bad temper will not give it up.
MID0735,ريتوشي عيشة في سوق الوزر ,Looking for a needle in a haystack.,Like looking for a needle in a haystack.
MID0736,ريين خير من راي ,Two heads are better than one.,Two opinions are better than one.
MID0737,سَبِّقْ الخِير تَلْقى الخِير ,Hope for the best.,This proverb maintains a positive outlook while being prepared for any outcome.
MID0738,سكّر تلقى ما تحل ,Look before you leap.,precausion is mandatory.
MID0739,ضرب عصفورين بحجرة وحدة.,Kill two birds with one stone.,"It is a metaphorical expression, its true meaning is not intended or meant, but rather it is a metaphor for obtaining two gains at the same time, or seeking a goal and achieving two goals. It is a technical expression that has become a proverb, and its use in this meaning has become widespread."
MID0740,ضربني وبكى سبقني وشكى ,Wrong and strong.,It is said about anyone who wrongs someone and then rushes to file a complaint against the oppressed person so that the oppressor seems to be innocent.
MID0741,كسكسلو يرجع لأصلو ,Remove an old tree and it will wither to death.,"It is an equivalent for the proverb: ""Nature prevails over nurture""."
MID0742,كل توخيرة فيها خير.,Every cloud has a silver lining.,It is said as a sign of acceptance of fate and destiny after an unforeseen emergency occurs that causes a delay.
MID0743,كل زير يلقى غطاه., Birds of a feather flock together.,People with similar ideas or characteristics are attracted to each other.
MID0744,كل من كان عالي وطى كل من كان سارح بالشياه هطى,Pride goes before a fall.,"Everyone who was arrogant became mean, and everyone who was carefree migrated to the city."
MID0745,كلام الليل مدهون بالزبدة تطلع عليه الشمس يذوب,"Promises are like pie crusts, made to be broken.","It is said to someone who says things and makes promises, but in the end nothing is done."
MID0746,ما يْحِس الجَمرة كان الِّي يعْفَسْ عليها ,You don’t know what someone is going through until you walk a mile in their shoes.,Pain is only felt by the person who is experiencing it.
MID0747,ما يمدش ايديه لراسو. , Couch potato.,This proverb refers to a very lazy man.
MID0748,هرب من قطرة جا تحت الميزاب,"Out of the frying pan into the fire.
",He escaped from a small predicament to fall into a serious one.
MID0749,هو يقولّو ثور والاخر يقولو نحلبوه., Like talking to a brick wall.,"This proverb describes stubbornness and insistence on an opinion, even if it is clearly wrong."
MID0750,ولد البط عوام , Like father like son. ,The child learns his father's hobbies.
MID0751,يا حافر حفرة السوء تحفر لقياسك ,He who digs a pit for others falls in himself.,He who digs a hole for his brother falls into it himself.
MID0752,يعمل من الحبة قبة ,He makes a mountain out of a molehill,He is making a big deal out of something simple.
MID0753,أبو طبيع ما ييوز من طبعه ,Old habits die hard.,"This means that a person's nature prevails over his actions, no matter how hard he tries to learn about others, i.e. nature prevails over nurture. This proverb is said when a person does things that reflect his real nature."
MID0754,إما طلعه ولا طبعه ,Double or quits! ,"This proverb means either drowning or surviving, which means that the person is trying his best, and either the attempt is successful and he wins, or it is unsuccessful and he loses. This proverb is said in work or trade situations, and matters that involve risk."
MID0755,إنفخ يا شريم قال ماكو برطم ,Born to suffer./ You can not escape bad luck,"This proverb is used to describe someone who does not understand what you are saying or explaining to them. It means that no matter how much you try to clarify or explain, this person is unable to grasp your meaning. "
MID0756,ابريجه مايطفى حريجه , Every man for himself.,This proverb is used when a person be alone and there is no one to support him or be by his side in some hardships.
MID0757,اذا أنت أمير وأنا أمير فمن يسوق الحمير , Too many chiefs and not enough Indians.,"This proverb is used when people refuse to do something because they believe it is lowly and unbecoming of their status, so each one waits for the other one to do it."
MID0758,اصبر ياحمار لين يطلع لك اقرون ,You have to wait donkey's years.,"It is used to express the impossibility of achieving the desired some wishes, and that achieving such wishes is not real."
MID0759,اصرف ما في الجيب يأتيك ما في الغيب ,Tomorrow will take care of itself ,A proverb encourages spending money and Allah will grant you from where you do not expect. Pocket: a bag sewn into clothing to carry money and so on.
MID0760,اطعم الفم تخجل العين ,A bribe works miracles,"If you want someone to be by your side or to benefit from him, you have to be generous with them financially."
MID0761,اللي سبق لبق.,"first come, first serve.
","It means that whoever arrives first is more deserving of victory and obtaining something. It is sometimes said as an incentive to race and realize the virtue of priority, and it is also sometimes used as justification."
MID0762,اللي في الجدر يطلعه الملاس,Let's see what the future holds.,"This proverb urges patience and not getting ahead of ourselves when finding out the news, and uses kitchen tools as a metaphor to express the need for appropriate circumstances for the truth to be reaveled, and that the news that has not appeared will be revealed sooner or later."
MID0763,انطر يا حمار لما يجيك الربيع,You have to wait for the donkey's years.,"This proverb refers that it is impossible to achieve what one wants and achieve goals, as they may be considered as a form of fantasy."
MID0764,بغاها طرب صارت نشب ,Gild the lily.,"The proverb refers to a person who wanted to fall with balance, but fell by force. This proverb is said when someone plans to do something, and the opposite happens."
MID0765,بغى يكحلها عماها ,Gild the lily./ Add fuel to fire.,"This is one of the proverbs that is widespread in the Arab world as a whole, with the different dialects. This proverb is used when someone wants to improve a certain situation, but instead he makes it worse. It is an equivalent to (Add fuel to fire)."
MID0766,بغيناه عون صار فرعون ,A wolf in sheep's clothing.,"When people thought that someone would support them, but it turned out that he was cruel like Pharaoh. This proverb refers to a person who is deceive others, until they recognize his reality from his actions."
MID0767,تجيك التهايم وإنت نايم,Look what the cat dragged in.,This proverb is used to describe an innocent person who is accused of committing something wrong.
MID0768,ذنب الجلب ما ينعدل,A leopard cannot change its spots. ,"This proverb describes a person who makes false promises, as he always promises that he will be better, but does not fulfill his promise, and may even be worse."
MID0769,عتيج الصوف ولا جديد البريسم,Lost is the person who forgets his past.,"This proverb was often repeated by our fathers and grandfathers to show that most of the old customs are the true ones and are the established constants that should not be changed. Our fathers used to boast about this proverb to indicate that the old heritage is appropriate for all times and places, and that the old is always the best no matter how much we bring new things. This belief remains rooted in our fathers' thoughts, even if the new is better, but the old things always win."
MID0770,كثر الدق يفك اللحام ,Constant dripping wears away the stone.,"Continuous hammering of the iron breaks it. The proverb indicates that continuous work leads to success, and that persistence in requesting something leads you to what you want."
MID0771,كلن يرى الناس بعين طبعه ,We judge others by our own standards.,"The proverb indicates that some people may see others as they see themselves, as they believe that others act just like them and with the same mistakes and behaviors, while this is not real."
MID0772,ما يعرف كوعه من بوعه:,He does not know a B from a bull’s foot.,"It is used to describe lack of knowledge, stupidity, and lack of awareness."
MID0773,محمول و يترفس,Beggars can't be choosers.,"This proverb is used to describe a person who is carried on others' shoulders or treated with exceptional care and comfort, but who is ungrateful and continues to complain and criticize. It implies that this person behaves as if others are honored to carry or treat him, and that he is doing them a favor by allowing them to serve him."
