stage,variant,language,proverb,correct_meaning,raw_model_output,status,error,mcq_id,model,prompt,extracted_vote
audit,few-shot-predictive,,,,D,,,few-shot-predictive_English_7,anthropic/claude-opus-4.8,"Which option is correct?

A. The evildoer seeks good people to associate with.
B. There’s always one person in a given social group who is a disgrace or embarrassment.
C. Death killed the lender; a river carried off the pawn; the guarantor died of smallpox; there is hardly anyone left who knows the amount of the debt.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_English_7,openai/gpt-5,"Which option is correct?

A. The evildoer seeks good people to associate with.
B. There’s always one person in a given social group who is a disgrace or embarrassment.
C. Death killed the lender; a river carried off the pawn; the guarantor died of smallpox; there is hardly anyone left who knows the amount of the debt.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,few-shot-predictive,,,,,,,few-shot-predictive_English_7,google/gemini-2.5-pro,"Which option is correct?

A. The evildoer seeks good people to associate with.
B. There’s always one person in a given social group who is a disgrace or embarrassment.
C. Death killed the lender; a river carried off the pawn; the guarantor died of smallpox; there is hardly anyone left who knows the amount of the debt.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_English_7,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The evildoer seeks good people to associate with.
B. There’s always one person in a given social group who is a disgrace or embarrassment.
C. Death killed the lender; a river carried off the pawn; the guarantor died of smallpox; there is hardly anyone left who knows the amount of the debt.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,few-shot-predictive,,,,A,,,few-shot-predictive_English_8,anthropic/claude-opus-4.8,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Water is never so scarce that one does not give some to the outdoor earth to drink.
C. A surfeit of locust-bean seasoning does not ruin a stew.
D. It is he who shares one’s throne that knows one’s strategy in battle.",A
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_English_8,openai/gpt-5,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Water is never so scarce that one does not give some to the outdoor earth to drink.
C. A surfeit of locust-bean seasoning does not ruin a stew.
D. It is he who shares one’s throne that knows one’s strategy in battle.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_English_8,google/gemini-2.5-pro,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Water is never so scarce that one does not give some to the outdoor earth to drink.
C. A surfeit of locust-bean seasoning does not ruin a stew.
D. It is he who shares one’s throne that knows one’s strategy in battle.",
audit,few-shot-predictive,,,,"We are asked: ""Which option is",,,few-shot-predictive_English_8,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Water is never so scarce that one does not give some to the outdoor earth to drink.
C. A surfeit of locust-bean seasoning does not ruin a stew.
D. It is he who shares one’s throne that knows one’s strategy in battle.",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_English_9,anthropic/claude-opus-4.8,"Which option is correct?

A. Someone who constantly makes threats rarely carries them out.
B. As long as the outcome is good, problems on the way don’t matter.
C. Physical attacks may harm me, but cruel words will not.
D. If a lazy person has a fever, one lets him die; neither a live nor a dead lazy person does anything for one.",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_English_9,openai/gpt-5,"Which option is correct?

A. Someone who constantly makes threats rarely carries them out.
B. As long as the outcome is good, problems on the way don’t matter.
C. Physical attacks may harm me, but cruel words will not.
D. If a lazy person has a fever, one lets him die; neither a live nor a dead lazy person does anything for one.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_English_9,google/gemini-2.5-pro,"Which option is correct?

A. Someone who constantly makes threats rarely carries them out.
B. As long as the outcome is good, problems on the way don’t matter.
C. Physical attacks may harm me, but cruel words will not.
D. If a lazy person has a fever, one lets him die; neither a live nor a dead lazy person does anything for one.",
audit,few-shot-predictive,,,,"We are asked: ""Which option is",,,few-shot-predictive_English_9,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Someone who constantly makes threats rarely carries them out.
B. As long as the outcome is good, problems on the way don’t matter.
C. Physical attacks may harm me, but cruel words will not.
D. If a lazy person has a fever, one lets him die; neither a live nor a dead lazy person does anything for one.",
audit,few-shot-predictive,,,,B,,,few-shot-predictive_Yoruba_10,anthropic/claude-opus-4.8,"Which option is correct?

A. Put oneself in an isolated position in one's support of someone or something.
B. To turn a blind eye is to knowingly refuse to acknowledge something which you know to be real.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Everything belongs to me.",B
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Yoruba_10,openai/gpt-5,"Which option is correct?

A. Put oneself in an isolated position in one's support of someone or something.
B. To turn a blind eye is to knowingly refuse to acknowledge something which you know to be real.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Everything belongs to me.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Yoruba_10,google/gemini-2.5-pro,"Which option is correct?

A. Put oneself in an isolated position in one's support of someone or something.
B. To turn a blind eye is to knowingly refuse to acknowledge something which you know to be real.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Everything belongs to me.",
audit,few-shot-predictive,,,,"The user asks: ""Which option is",,,few-shot-predictive_Yoruba_10,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Put oneself in an isolated position in one's support of someone or something.
B. To turn a blind eye is to knowingly refuse to acknowledge something which you know to be real.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Everything belongs to me.",
audit,few-shot-predictive,,,,B,,,few-shot-predictive_Yoruba_11,anthropic/claude-opus-4.8,"Which option is correct?

A. Don’t give up because something doesn’t work out the first time you try it.
B. Young palm fruits are the support of ripe ones; one’s children are one’s support.
C. A man who has no wife does not father born-to-die children.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",B
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Yoruba_11,openai/gpt-5,"Which option is correct?

A. Don’t give up because something doesn’t work out the first time you try it.
B. Young palm fruits are the support of ripe ones; one’s children are one’s support.
C. A man who has no wife does not father born-to-die children.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Yoruba_11,google/gemini-2.5-pro,"Which option is correct?

A. Don’t give up because something doesn’t work out the first time you try it.
B. Young palm fruits are the support of ripe ones; one’s children are one’s support.
C. A man who has no wife does not father born-to-die children.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,few-shot-predictive,,,,The user is asking which option is correct,,,few-shot-predictive_Yoruba_11,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Don’t give up because something doesn’t work out the first time you try it.
B. Young palm fruits are the support of ripe ones; one’s children are one’s support.
C. A man who has no wife does not father born-to-die children.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_Yoruba_12,anthropic/claude-opus-4.8,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. No rule or principle is perfectly inflexible, permanent, or unchanging .
C. There is no longer anything worth calling a child in a child that eats ashes.
D. Better to have an enemy who slaps you in the face than a friend who stabs you in the back.",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Yoruba_12,openai/gpt-5,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. No rule or principle is perfectly inflexible, permanent, or unchanging .
C. There is no longer anything worth calling a child in a child that eats ashes.
D. Better to have an enemy who slaps you in the face than a friend who stabs you in the back.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Yoruba_12,google/gemini-2.5-pro,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. No rule or principle is perfectly inflexible, permanent, or unchanging .
C. There is no longer anything worth calling a child in a child that eats ashes.
D. Better to have an enemy who slaps you in the face than a friend who stabs you in the back.",
audit,few-shot-predictive,,,,"The user is asking which option is """,,,few-shot-predictive_Yoruba_12,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. No rule or principle is perfectly inflexible, permanent, or unchanging .
C. There is no longer anything worth calling a child in a child that eats ashes.
D. Better to have an enemy who slaps you in the face than a friend who stabs you in the back.",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_Yoruba_13,anthropic/claude-opus-4.8,"Which option is correct?

A. An almighty boil has attacked the mouth of the sage.
B. The toad is only slightly taller than the earth.
C. A person who strays from the company and safety of the group is more vulnerable to a dangerous or untrustworthy person.
D. When you have a choice to make and neither option is attractive, choose the one that is less damaging or costly.",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Yoruba_13,openai/gpt-5,"Which option is correct?

A. An almighty boil has attacked the mouth of the sage.
B. The toad is only slightly taller than the earth.
C. A person who strays from the company and safety of the group is more vulnerable to a dangerous or untrustworthy person.
D. When you have a choice to make and neither option is attractive, choose the one that is less damaging or costly.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Yoruba_13,google/gemini-2.5-pro,"Which option is correct?

A. An almighty boil has attacked the mouth of the sage.
B. The toad is only slightly taller than the earth.
C. A person who strays from the company and safety of the group is more vulnerable to a dangerous or untrustworthy person.
D. When you have a choice to make and neither option is attractive, choose the one that is less damaging or costly.",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_Yoruba_13,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. An almighty boil has attacked the mouth of the sage.
B. The toad is only slightly taller than the earth.
C. A person who strays from the company and safety of the group is more vulnerable to a dangerous or untrustworthy person.
D. When you have a choice to make and neither option is attractive, choose the one that is less damaging or costly.",
audit,few-shot-predictive,,,,C,,,few-shot-predictive_Yoruba_14,anthropic/claude-opus-4.8,"Which option is correct?

A. The masquerader says he wants to dance; the rain says it wants to fall; and the child says he wants to perform wonders.
B. To see a person is to greet the person; to be greeted is to respond.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A person who has a certain flaw most easily recognizes that flaw in others.",C
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Yoruba_14,openai/gpt-5,"Which option is correct?

A. The masquerader says he wants to dance; the rain says it wants to fall; and the child says he wants to perform wonders.
B. To see a person is to greet the person; to be greeted is to respond.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A person who has a certain flaw most easily recognizes that flaw in others.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Yoruba_14,google/gemini-2.5-pro,"Which option is correct?

A. The masquerader says he wants to dance; the rain says it wants to fall; and the child says he wants to perform wonders.
B. To see a person is to greet the person; to be greeted is to respond.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A person who has a certain flaw most easily recognizes that flaw in others.",
audit,few-shot-predictive,,,,"We are asked: ""Which option is",,,few-shot-predictive_Yoruba_14,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The masquerader says he wants to dance; the rain says it wants to fall; and the child says he wants to perform wonders.
B. To see a person is to greet the person; to be greeted is to respond.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A person who has a certain flaw most easily recognizes that flaw in others.",
audit,overgenerate-select,,,,D,,,overgenerate-select_Arabic_0,anthropic/claude-opus-4.8,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. A farmer does not know which planting will bring prosperity; a trader does not know which transaction will be his last.
C. Don’t trust a custom simply because it is tradition; you need to questi on the logic and moral behind it.
D. The intrepid person does not consult the Ifá oracle on his own behalf; the sagacious per son does not enthrone himself; the sharpest knife does not carve its own hilt.",D
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Arabic_0,openai/gpt-5,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. A farmer does not know which planting will bring prosperity; a trader does not know which transaction will be his last.
C. Don’t trust a custom simply because it is tradition; you need to questi on the logic and moral behind it.
D. The intrepid person does not consult the Ifá oracle on his own behalf; the sagacious per son does not enthrone himself; the sharpest knife does not carve its own hilt.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_0,google/gemini-2.5-pro,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. A farmer does not know which planting will bring prosperity; a trader does not know which transaction will be his last.
C. Don’t trust a custom simply because it is tradition; you need to questi on the logic and moral behind it.
D. The intrepid person does not consult the Ifá oracle on his own behalf; the sagacious per son does not enthrone himself; the sharpest knife does not carve its own hilt.",
audit,overgenerate-select,,,,The user is asking to identify the correct,,,overgenerate-select_Arabic_0,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. A farmer does not know which planting will bring prosperity; a trader does not know which transaction will be his last.
C. Don’t trust a custom simply because it is tradition; you need to questi on the logic and moral behind it.
D. The intrepid person does not consult the Ifá oracle on his own behalf; the sagacious per son does not enthrone himself; the sharpest knife does not carve its own hilt.",
audit,overgenerate-select,,,,A,,,overgenerate-select_Arabic_1,anthropic/claude-opus-4.8,"Which option is correct?

A. It is better to keep what you have rather than to risk losing it by searching for something better.
B. Love is blind.
C. Privacy and security are of utmost importance when it comes to the home.
D. People tend to make the same mistakes again and again over the course of history.",A
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Arabic_1,openai/gpt-5,"Which option is correct?

A. It is better to keep what you have rather than to risk losing it by searching for something better.
B. Love is blind.
C. Privacy and security are of utmost importance when it comes to the home.
D. People tend to make the same mistakes again and again over the course of history.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_1,google/gemini-2.5-pro,"Which option is correct?

A. It is better to keep what you have rather than to risk losing it by searching for something better.
B. Love is blind.
C. Privacy and security are of utmost importance when it comes to the home.
D. People tend to make the same mistakes again and again over the course of history.",
audit,overgenerate-select,,,,"The user is asking ""Which option is",,,overgenerate-select_Arabic_1,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. It is better to keep what you have rather than to risk losing it by searching for something better.
B. Love is blind.
C. Privacy and security are of utmost importance when it comes to the home.
D. People tend to make the same mistakes again and again over the course of history.",
audit,overgenerate-select,,,,C,,,overgenerate-select_Arabic_2,anthropic/claude-opus-4.8,"Which option is correct?

A. It is completely that smoke fills the forest.
B. Here I come!’’ ‘‘Come on already!’’ Both of them are afraid.
C. Charity begins at home.
D. All of us assembled here are of a type; the cat comes face to face with the offspring of the leopard.",C
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Arabic_2,openai/gpt-5,"Which option is correct?

A. It is completely that smoke fills the forest.
B. Here I come!’’ ‘‘Come on already!’’ Both of them are afraid.
C. Charity begins at home.
D. All of us assembled here are of a type; the cat comes face to face with the offspring of the leopard.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_2,google/gemini-2.5-pro,"Which option is correct?

A. It is completely that smoke fills the forest.
B. Here I come!’’ ‘‘Come on already!’’ Both of them are afraid.
C. Charity begins at home.
D. All of us assembled here are of a type; the cat comes face to face with the offspring of the leopard.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_2,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. It is completely that smoke fills the forest.
B. Here I come!’’ ‘‘Come on already!’’ Both of them are afraid.
C. Charity begins at home.
D. All of us assembled here are of a type; the cat comes face to face with the offspring of the leopard.",
audit,overgenerate-select,,,,D,,,overgenerate-select_Arabic_3,anthropic/claude-opus-4.8,"Which option is correct?

A. Early dawn does not wake one twice; early dawn is the morning; deep darkness is night.
B. True beauty is everlasting; the memory of a beautiful experience rests eternally in the mind.
C. The lizard resembles the crocodile; it is their strength that is different.
D. A bird in the hand is worth two in the bush.",D
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Arabic_3,openai/gpt-5,"Which option is correct?

A. Early dawn does not wake one twice; early dawn is the morning; deep darkness is night.
B. True beauty is everlasting; the memory of a beautiful experience rests eternally in the mind.
C. The lizard resembles the crocodile; it is their strength that is different.
D. A bird in the hand is worth two in the bush.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_3,google/gemini-2.5-pro,"Which option is correct?

A. Early dawn does not wake one twice; early dawn is the morning; deep darkness is night.
B. True beauty is everlasting; the memory of a beautiful experience rests eternally in the mind.
C. The lizard resembles the crocodile; it is their strength that is different.
D. A bird in the hand is worth two in the bush.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_Arabic_3,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Early dawn does not wake one twice; early dawn is the morning; deep darkness is night.
B. True beauty is everlasting; the memory of a beautiful experience rests eternally in the mind.
C. The lizard resembles the crocodile; it is their strength that is different.
D. A bird in the hand is worth two in the bush.",
audit,overgenerate-select,,,,A,,,overgenerate-select_Arabic_4,anthropic/claude-opus-4.8,"Which option is correct?

A. A bad workman always blames his tools.
B. Until it matures, the young bird is fed by having food placed in its mouth.
C. The poor person’s mouth is a machete; its use is to clear the bush.
D. Rather than the child of the priest dying of hunger, he or she will feed to satisfaction on goods provided for sacrifice.",A
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Arabic_4,openai/gpt-5,"Which option is correct?

A. A bad workman always blames his tools.
B. Until it matures, the young bird is fed by having food placed in its mouth.
C. The poor person’s mouth is a machete; its use is to clear the bush.
D. Rather than the child of the priest dying of hunger, he or she will feed to satisfaction on goods provided for sacrifice.",
audit,overgenerate-select,,,,,,,overgenerate-select_Arabic_4,google/gemini-2.5-pro,"Which option is correct?

A. A bad workman always blames his tools.
B. Until it matures, the young bird is fed by having food placed in its mouth.
C. The poor person’s mouth is a machete; its use is to clear the bush.
D. Rather than the child of the priest dying of hunger, he or she will feed to satisfaction on goods provided for sacrifice.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_Arabic_4,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A bad workman always blames his tools.
B. Until it matures, the young bird is fed by having food placed in its mouth.
C. The poor person’s mouth is a machete; its use is to clear the bush.
D. Rather than the child of the priest dying of hunger, he or she will feed to satisfaction on goods provided for sacrifice.",
audit,overgenerate-select,,,,B,,,overgenerate-select_English_5,anthropic/claude-opus-4.8,"Which option is correct?

A. When the eyes see, the mouth remains quiet.
B. A person might be overcome by trouble or adversity when least expected.
C. Do not eat up my stew with pounded yam made from water yams before your trip to the forest farm.
D. Leave the hooked stick alone for the leaf plucker; leave the husband alone for the jealous woman.",B
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_English_5,openai/gpt-5,"Which option is correct?

A. When the eyes see, the mouth remains quiet.
B. A person might be overcome by trouble or adversity when least expected.
C. Do not eat up my stew with pounded yam made from water yams before your trip to the forest farm.
D. Leave the hooked stick alone for the leaf plucker; leave the husband alone for the jealous woman.",
audit,overgenerate-select,,,,,,,overgenerate-select_English_5,google/gemini-2.5-pro,"Which option is correct?

A. When the eyes see, the mouth remains quiet.
B. A person might be overcome by trouble or adversity when least expected.
C. Do not eat up my stew with pounded yam made from water yams before your trip to the forest farm.
D. Leave the hooked stick alone for the leaf plucker; leave the husband alone for the jealous woman.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_English_5,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. When the eyes see, the mouth remains quiet.
B. A person might be overcome by trouble or adversity when least expected.
C. Do not eat up my stew with pounded yam made from water yams before your trip to the forest farm.
D. Leave the hooked stick alone for the leaf plucker; leave the husband alone for the jealous woman.",
audit,overgenerate-select,,,,C,,,overgenerate-select_English_6,anthropic/claude-opus-4.8,"Which option is correct?

A. The king is the defense of the person who has no kin.
B. Do things in their p roper order; don’t get ahead of yourself.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The scorpion travels accompanied by venom.",C
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_English_6,openai/gpt-5,"Which option is correct?

A. The king is the defense of the person who has no kin.
B. Do things in their p roper order; don’t get ahead of yourself.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The scorpion travels accompanied by venom.",
audit,overgenerate-select,,,,,,,overgenerate-select_English_6,google/gemini-2.5-pro,"Which option is correct?

A. The king is the defense of the person who has no kin.
B. Do things in their p roper order; don’t get ahead of yourself.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The scorpion travels accompanied by venom.",
audit,overgenerate-select,,,,"The user is asking ""Which option is",,,overgenerate-select_English_6,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The king is the defense of the person who has no kin.
B. Do things in their p roper order; don’t get ahead of yourself.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The scorpion travels accompanied by venom.",
audit,overgenerate-select,,,,B,,,overgenerate-select_English_7,anthropic/claude-opus-4.8,"Which option is correct?

A. The condition that gave a sheep a cold, if it befell a goat, would result in its death.
B. Trouble has found you, just as the compulsion to kneel has found the cripple
C. Pooled contributions earn no profit; one winds up with only how much one contributed.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",B
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_English_7,openai/gpt-5,"Which option is correct?

A. The condition that gave a sheep a cold, if it befell a goat, would result in its death.
B. Trouble has found you, just as the compulsion to kneel has found the cripple
C. Pooled contributions earn no profit; one winds up with only how much one contributed.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,overgenerate-select,,,,,,,overgenerate-select_English_7,google/gemini-2.5-pro,"Which option is correct?

A. The condition that gave a sheep a cold, if it befell a goat, would result in its death.
B. Trouble has found you, just as the compulsion to kneel has found the cripple
C. Pooled contributions earn no profit; one winds up with only how much one contributed.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_English_7,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The condition that gave a sheep a cold, if it befell a goat, would result in its death.
B. Trouble has found you, just as the compulsion to kneel has found the cripple
C. Pooled contributions earn no profit; one winds up with only how much one contributed.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,overgenerate-select,,,,A,,,overgenerate-select_English_8,anthropic/claude-opus-4.8,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. An elder does not hold a rat and see it turn into a lizard.
C. Whoever has riches should act like a king; what kind of feat can a miser perform with money?
D. ‘‘I am not upset, I am not upset!’’ Yet a grown man swears angrily six times because of last night’s pounded yam.",A
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_English_8,openai/gpt-5,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. An elder does not hold a rat and see it turn into a lizard.
C. Whoever has riches should act like a king; what kind of feat can a miser perform with money?
D. ‘‘I am not upset, I am not upset!’’ Yet a grown man swears angrily six times because of last night’s pounded yam.",
audit,overgenerate-select,,,,,,,overgenerate-select_English_8,google/gemini-2.5-pro,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. An elder does not hold a rat and see it turn into a lizard.
C. Whoever has riches should act like a king; what kind of feat can a miser perform with money?
D. ‘‘I am not upset, I am not upset!’’ Yet a grown man swears angrily six times because of last night’s pounded yam.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_English_8,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. An elder does not hold a rat and see it turn into a lizard.
C. Whoever has riches should act like a king; what kind of feat can a miser perform with money?
D. ‘‘I am not upset, I am not upset!’’ Yet a grown man swears angrily six times because of last night’s pounded yam.",
audit,overgenerate-select,,,,A,,,overgenerate-select_English_9,anthropic/claude-opus-4.8,"Which option is correct?

A. Fashionable people will endure discomfort in order to impress others.
B. As long as the outcome is good, problems on the way don’t matter.
C. An elder who climbs palm trees: if he crashes from the tree, he will find himself in heaven.
D. -There’s always a catch.
-You don’t get something for nothing.",A
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_English_9,openai/gpt-5,"Which option is correct?

A. Fashionable people will endure discomfort in order to impress others.
B. As long as the outcome is good, problems on the way don’t matter.
C. An elder who climbs palm trees: if he crashes from the tree, he will find himself in heaven.
D. -There’s always a catch.
-You don’t get something for nothing.",
audit,overgenerate-select,,,,,,,overgenerate-select_English_9,google/gemini-2.5-pro,"Which option is correct?

A. Fashionable people will endure discomfort in order to impress others.
B. As long as the outcome is good, problems on the way don’t matter.
C. An elder who climbs palm trees: if he crashes from the tree, he will find himself in heaven.
D. -There’s always a catch.
-You don’t get something for nothing.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_English_9,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Fashionable people will endure discomfort in order to impress others.
B. As long as the outcome is good, problems on the way don’t matter.
C. An elder who climbs palm trees: if he crashes from the tree, he will find himself in heaven.
D. -There’s always a catch.
-You don’t get something for nothing.",
audit,overgenerate-select,,,,D,,,overgenerate-select_Yoruba_10,anthropic/claude-opus-4.8,"Which option is correct?

A. Your age doesn't matter as long as you are fit and healthy.
B. If cohabitation does not work, let us give each other some space.
C. Dirt does not matter; only the sanitary inspector fusses.
D. kill the chicken to scare the monkey.",D
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Yoruba_10,openai/gpt-5,"Which option is correct?

A. Your age doesn't matter as long as you are fit and healthy.
B. If cohabitation does not work, let us give each other some space.
C. Dirt does not matter; only the sanitary inspector fusses.
D. kill the chicken to scare the monkey.",
audit,overgenerate-select,,,,,,,overgenerate-select_Yoruba_10,google/gemini-2.5-pro,"Which option is correct?

A. Your age doesn't matter as long as you are fit and healthy.
B. If cohabitation does not work, let us give each other some space.
C. Dirt does not matter; only the sanitary inspector fusses.
D. kill the chicken to scare the monkey.",
audit,overgenerate-select,,,,"The user is asking ""Which option is",,,overgenerate-select_Yoruba_10,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Your age doesn't matter as long as you are fit and healthy.
B. If cohabitation does not work, let us give each other some space.
C. Dirt does not matter; only the sanitary inspector fusses.
D. kill the chicken to scare the monkey.",
audit,overgenerate-select,,,,B,,,overgenerate-select_Yoruba_11,anthropic/claude-opus-4.8,"Which option is correct?

A. God bestows one with wealth so that they may share it with others.
B. A bird’s beak cannot snap up a rock.
C. Whatever one handles gently will not be ruined; it is what one attempts with force that causes grief.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",B
