Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR3635,"Àjẹ́ lápo, ojúu rẹ̀-ẹ́ rọ̀",The witch licks palm oil and becomes calm.,A balm masters wild dispositions.,part6.docx,,
YOR3636,Àjẹ-i-padà-wálé ó jẹ ká mọ ọdẹ adìẹ.,Its foraging-without-returning-home prevents people from knowing what a hunter the chicken is,"Without seeing the kill, people will not credit the hunter",part6.docx,,
YOR3637,Àkàṣù ò níbií rè lágbọ̀n.,The corn meal has nowhere to go in the basket.,A treasure is not lost in a safe.,part6.docx,,
YOR3638,Àkéte kékeré ò gba èèyàn méjì,A tiny bed will not accommodate two people.,Some deficiencies cannot be fi nessed.,part6.docx,,
YOR3639,"Àkẹ̀hìnsí onígbé, bí ẹni tí ńkébòsí.",The back view of a person with goiter gives the impression that he or she is hailing someone.,Seeing something from a disadvantageous perspective is likely to mislead.,part6.docx,,
YOR3640,Akọ ikú tí ńpa ojú àrùn mọ́.,"Masculine death, that which closes the eyes of a disease.",It is a determined death that sees the end of an illness.,part6.docx,,
YOR3641,Akọ ológbò-ó mú owó rá,A male cat renders the money invested on it unprofitable.,One cannot expect kittens of tomcats.,part6.docx,,
YOR3642,"Àkọsẹ̀bá, èyí tí ńjẹ́ ìfà.",An unexpected find: free booty.,Unanticipated good fortune is free for the taking.,part6.docx,,
YOR3643,Àkúdin ò kọminú àáké.,The heartwood fears no axe.,Hardy souls need fear no adversaries.,part6.docx,,
YOR3644,"A-kú-mā-tóó-élèjì rù, ó dàrù pa ẹnìkan.",He-who-dies-but-is-too-small-for-two people-to-carry constitutes a load that weighs down one person.,A matter that falls in the crack between two categories is a troublesome thing.,part6.docx,,
YOR3645,"Àlà funfun, ọ̀rẹ́ òrìṣà.","White cloth, friend of the gods.",Each occasion has its special requirements.,part6.docx,,
YOR3646,"Aláàfáà, ìmàlé adodo; ó ní bí òun ò bá dé ibú òun ò mu.","Muslim priest, inhabitant of the conical house, vows that until he reaches the deep, he will not drink.",It is a choosy priest who will drink nothing but water from the deep est part of the sea.,part6.docx,,
YOR3647,"Àlàárì, baba aṣọ.","Reddish hand-woven cloth, father of all cloths.",No cloth is more glorious than àlàárì.,part6.docx,,
YOR3648,Alágbàtà ní ńsọ ọjà-á dọ̀wọ́n.,It is the retail merchant who makes mer chandise dear.,Caretakers are often more punctilious and stingy than owners. ,part6.docx,,
YOR3649,Alágbe ò kú lỌ́yọ̀ọ́.,A beggar does not die in y .,Other people’s generosity will save the destitute from starvation.,part6.docx,,
YOR3650,Alájàpá ò lẹ́ran láyà.,The tortoise has no flesh on its chest.,It is futile to seek meat on a turtle’s chest.,part6.docx,,
YOR3651,"Alápámálèṣí, baba lẹ.",A person with sturdy arms but no will to work is the laziest of creatures.,Strong arms that will not work are lazy arms.,part6.docx,,
YOR3652,"Aláròyé, olókotoro, onítìjú àwòko tí ńgbónu nínú oko; ó délé tán ó ṣẹnu mẹ́rẹ́n.","Loquacious, forward person, bashful bird that boasts on the farm; on reaching home it keeps its peace.",Boasting is easy where no one will dare one to prove oneself.,part6.docx,,
YOR3653,Alásẹ mọ̀ pé ó ńjò kó tó rà á; ẹní hún mọ̀ pé ó ńjò kó tó tà á; iṣẹ́-ẹ jíjò ni wọ́ fi ńṣe.,"The owner of the sieve knew that it leaked before buying it; the weaver of the sieve knew that it leaked before selling it; after all, it is used for tasks that call for leaking.","If the particulars of a transaction are not kept secret, no party involved has grounds for complaint. And, differences are proper, for circumstances and needs are not the same.",part6.docx,,
YOR3654,Aláyìn-ínsí ò lódó; ẹnu gbó-ń-gbó lodó o wọn.,The interfering person owns no mortar; his mortar is his overactive mouth.,The interfering person’s only asset is his mouth.,part6.docx,,
YOR3655,Àlejò tí kò wá là ńpa àgbà àgùntàn dè,It is a visitor who fails to show up in whose truisms honor one killed a large sheep.,A safe lie is one no one can disprove.,part6.docx,,
YOR3657,"A-le-koko-bí-ọsán: egbòó jinná, ohùn ò jinná","A thing as resistant as bowstring: the ulcer heals, but a spoken word does not heal.","Words are as tough as bowstrings; while wounds may heal, the marks words leave do not heal.",part6.docx,,
YOR3658,"Alẹ́ tí kò ti ojú ẹni lẹ́, a kì í mọ òkùnkùn-un rẹ̀ẹ́ rìn.","A night that does not fall in one’s pres ence, one never knows how to walk in its darkness.",A person who does not know the origin of an affair will surely err if he attempts to intervene in it.,part6.docx,,
YOR3659,Àlòkùàdá ò jọ obìnrin lójú,A secondhand machete does not impress a woman.,"Newness is all-important to a woman, even when the newness does not mean greater efficiency.",part6.docx,,
YOR3660,Àlọ la rí; a ò rábọ̀.,The departure is all we saw; we did not see the return.,"Much was made of the be ginning of a project, but that was the last anyone heard of it. This is an abbreviated version of 66.",part6.docx,,
YOR3661,Àlùkò-ó fínní; ìbọn rẹ̀-ẹ́ fínní,"Àlùkò is well groomed, and his gun is well groomed.",The person concerned is pains taking and particular about his affairs.,part6.docx,,
YOR3662,"A-mòòkùn-ṣolè, bí ọba ayé ò rí ọ, tọ̀run ńwò ọ́.","Person-who-lies-low-to-do-evil: if the king on earth does not see you, the king of heaven is looking at you.",Nothing one does is hidden from God.,part6.docx,,
YOR3663,Àmọ́dún ò rííriì; ká múra ká síṣẹ.,One year hence is not unforeseeable; let us gird ourselves and set to work.,A year of grace is soon over; one should conscien tiously do what is expected of one.,part6.docx,,
YOR3664,Amọ́nilójú ò bániwí; kọ̀bì-kọ̀bì ló ńwò,A-person-who-looks-disdainfully-at-one but says nothing: it is simply that there is something the matter with his or her sight.,"Disdainful looks cannot kill; what is more, they do not become the looker.",part6.docx,,
YOR3665,A-mọ̀ràn-mòwe ní ńlàdí ọ̀rọ̀.,It is a-sage-who-knows-proverbs that re solves disputes.,Proverbs are a means of settling differences.,part6.docx,,
YOR3666,Àmù tí a fi ńse iṣu ò lè mọ̀ọ́ w bí èyí tí a fi ńpọnmi.,The pot used for cooking yams cannot know swimming as well as the pot used for draw ing water.,In one’s métier one is master.,part6.docx,,
YOR3667,Amúniṣẹ̀sín ẹ̀tẹ̀ tí ńmúni lọ́gangan imú,"A-thing-that-exposes-one-to-ridicule, lep rosy that attacks one on the tip of one’s nose.",A disfigurement that afflicts one in the most conspicuous place will surely be laughed at.,part6.docx,,
YOR3668,Àpáàdì ní ńṣíwájú ọ̀fọ̀nná.,It is the potsherd that precedes the live coal gatherer,"Events should take their proper order, and people should observe the proper order of precedence.",part6.docx,,
YOR3670,"Àparò, aṣọ-ọ̀ rẹ́ ṣe pọ́n báyìí? O ní ìgbà wo ni aṣọ òun ò níí pọ́n?  Ọ̀sán jíjẹ, òru sísùn, oúnjẹ̀ ò ṣéé fi sílẹ̀ lọ́sàn-án; orun ò ṣéé fi sílẹ̀ lóru.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",The priorities of the self-indulgent are always inverted.,part6.docx,,
YOR3671,"Àparò ńgba ikú oníkú kú, áḿbǹtorí ikú ara-a rẹ̀.","The partridge falls prey to the death meant for others, let alone a death meant for it.",A person whose destiny is to be a habitual victim will not escape his or her fate.,part6.docx,,
YOR3672,"Àparò ò ga ju ara-a wọn lọ, àfi èyí tó gun ebè.",No partridge is taller than another except for those [standing] on earth mounds.,Said of people among whom there is nothing to choose.,part6.docx,,
YOR3673,Apata-á ríkú kẹ̀hìn si í; apata ní ńgbani lógun.,The shield sees death and presents its back to it; it is the shield that saves one in battle.,There is nothing like the shield when it comes to defying death.,part6.docx,,
YOR3675,Àrán nìparí ọ̀ṣọ́.,Velvet is the ultimate in finery.,There is no cloth more resplendent than velvet.,part6.docx,,
YOR3676,A-rí-erin-látẹ ò mọyì erin.,One-who-sees-an-elephant-on-a-tray does not appreciate an elephant.,Those who have not seen you on your home ground cannot appreciate you.,part6.docx,,
YOR3677,A-rí-jẹ-níjà ò níṣe mìíràn àfi ìjà.,The person who profits from quarrels has no other pursuit than quarreling. The cooking hearth does not stay hot until nighttime.,It is most difficult to wean people from their bad habits. There is no difficulty that does not have its moments of release. There is no difficulty without an end. Compare 4734.,part6.docx,,
YOR3678,Àrò kì í jóni lọjá lásán; ọmọ aráyé ní ńfanná sí i,A cooking hearth does not burn one’s feet on its own; it is people who stoke fire in it.,There is no misfortune behind which one will not find other people’s machination.,part6.docx,,
YOR3679,Àrò kì í rẹrù kó má só.,A cooking hearth does not bear a load without eventually setting it down,There is no problem that does not come to an end.,part6.docx,,
YOR3680,Àròyé ò kún àjọ,A lengthy explanation will not fill the till.,Excuses are a poor substitute for fulfilling one’s obligations.,part6.docx,,
YOR3681,"Arọ tí ḿbú ogun, orí ẹlésú méjì ló bú u lé.",The cripple who incites war incites it on those who have two legs.,A person of no means who incurs obligations for the whole community causes problems for the people with means.,part6.docx,,
YOR3682,A-rọ́ba má sàá pàdé ara ba má yà; pakí ko pakí.,He-who-never-runs-from-the-king meets him-who-never-makes-way-for-the-king; trouble comes face to face with trouble.,"When two obstinate people meet, trouble is in the offing.",part6.docx,,
YOR3683,Arugudu òjò tí ńṣú laàrin òru.,The problematic rain: its clouds gather in the middle of the night.,It is a formidable visitation that descends when one is least prepared.,part6.docx,,
YOR3684,Arúgbó ẹrú ò jẹ́ ọ̀fẹ́; òtòṣì ọba ò singbà; ìwọ̀fà kan ò dàgbà dàgbà kó ní  òun ò sin olówó mọ́,"An old slave does not go for nothing; a poor king does not pawn himself; however old a pawn may be, he may not refuse to serve the creditor.","Every station has its obligations and its limits; prosperity, poverty, and duties are relative to one’s position.",part6.docx,,
YOR3685,Àrùn ní ńmúni jẹun ọ̀tá.,It is disease that makes one eat food offered by one’s enemy.,"When one is prostrated by a formidable misfortune, one is forced to do many things one would rather not do.",part6.docx,,
YOR3686,Àsárébá ní ḿmú ìrìn yá.,It is running-to-overtake-those-ahead that speeds a journey.,"One should strive to match those ahead of one, not behind.",part6.docx,,
YOR3688,Aṣọ̀rọ̀kẹ́lẹ́ bojú wògbẹ́; ìgbẹ́ ò délé sọ fẹ́nìkan; ẹni a ḿbá wí ní ńwíni kiri.,The whisperer glances at the bush; the bush does not go home to expose one’s secret; it is the person one talks to who spreads one’s secret about.,Secrets do not expose them selves; those who know about them reveal them.,part6.docx,,
YOR3689,Àsúnmò dẹ̀tẹ́; èèyàn gbókèèrè níyì.,Closeness breeds contempt; the person who lives afar is made much of.,To be close by is to be unappreciated; to be far away is to be valued. See the next two entries also.,part6.docx,,
YOR3690,Àsúnmò dẹ̀tẹ́; òkèèrè ní ńdùn.,Closeness breeds contempt; distance is best.,Distance is a good cloak for a person’s flaws.,part6.docx,,
YOR3691,Àsúnmọ́ là ḿmọ ìṣe ẹni; èèyàn gbókèèrè níyì.,Only by living close does one know an other’s nature; the person who lives far away enjoys much respect.,Distance is a good cloak for a person’s flaws. ,part6.docx,,
YOR3692,"Àṣá gbé mi ládìẹ kò dúró, nítorí ó mọ ohun tó ṣe.","The kite snatched my chicken and did not tarry, because it knew what it had done.",The guilty person has his or her conscience to contend with.,part6.docx,,
YOR3693,Àṣá ni baba ẹyẹ.,The kite is the father of birds.,There is no bird to match the kite.,part6.docx,,
YOR3694,"Àṣá ńtà, àwòdì ńrà; àwòdì tí ńgbé adìẹ l sàn-án ò sanra to igún; b l run ò pa igún, ohun tí igún bá rí a máa jẹ.","The kite sells and the eagle buys; the eagle that snatches chicks in broad daylight is no fatter than the vulture; if God spares the vulture, it will feed on whatever it can find.","The powerful may live luxuriously; the weak, by the grace of providence, will find something to live on.",part6.docx,,
YOR3695,Àṣá tó gbé adìẹ òtòṣì-í gbé ti aláròyé.,The kite that snatches a poor person’s chick provokes endless complaint. ,A poor person never ceases bewailing a small loss.,part6.docx,,
YOR3696,"Aṣápẹ́ fún wèrè jó, òun àti wèrè ẹgbẹ́nra.",The person who claps for an imbecile to dance and the imbecile are no different.,Any person who has time for unworthy people is himself or herself unworthy.,part6.docx,,
YOR3697,Àṣàwí ẹjọ́ ẹnìkan-án ṣàre.,The doctored case of the only side heard in a dispute is always just.,"If one’s opponent has no say, one’s case is just by default.",part6.docx,,
YOR3698,Aṣẹ́ ni ik oyún; àtọ̀ ni ikọ̀ ọmọ; rírà lódọ̀ẹ̀dẹ̀ ni ik àwòdì tí ńjá ọmọ lẹ́hìn adìẹ.,Menstruation heralds pregnancy; sperm heralds children; hovering in the yard sig nals the presence of the kite that snatches chicks from their mothers.,Momentous events send their omens before them.,part6.docx,,
YOR3699,"Àṣẹ̀ṣẹ̀jáde akàn, a ò mọ ibi tí ó ńlọ.",The newly emerged crab gives no indication of where it is headed.,It is futile to attempt to predict the unpredictable.,part6.docx,,
YOR3700,"Àṣẹ̀ṣẹ̀wọ̀lú àlejò, jolojolo lojú ńṣeni.","On first entering a town, the stranger’s eyes are restless.",The eyes of a stranger do not rest on anything for long.,part6.docx,,
YOR3701,Àṣetán ló níyì; a kì í dúpẹ́ alàṣekù.,Completing-a-job is what is appreciated; one does not express gratitude for something half done.,What is worth doing is worth finishing.,part6.docx,,
YOR3702,Àṣìṣe ò kan ọgbọ́n.,Mistakes have nothing to do with wisdom.,To be mistaken is not necessarily to be unwise.,part6.docx,,
YOR3703,"Aṣiwèrè-é yẹ ìlú, kò yẹ ẹni ẹni.",An imbecile is acceptable in a town but not among one’s kin.,No one wants an imbecile for a relative.,part6.docx,,
YOR3704,Àṣìwí ò tó àṣìṣe; àṣìṣe ò tó ká múra ọ̀run.,To misspeak is not as bad as to commit a blunder; to commit a blunder is not as bad as making ready to go to heaven.,Errors are not all equally grave.,part6.docx,,
YOR3705,Aṣooregbèṣù: baba àdánù.,Doing-a-favor-and-receiving-wickedness in-return: father of losses.,Receiving evil in return for good is the worst sort of loss.,part6.docx,,
YOR3706,A-ṣoore-má-ṣìkà; ẹní ṣooré ṣe é fúnra-a rẹ̀; ẹní ṣìkàá ṣe é fúnra-a rẹ̀.,Doer-of-good-who-does-no-evil; who does good does it for himself or herself; who does evil does it for himself or herself.,Good deeds and evil deeds will come home to roost.,part6.docx,,
YOR3707,"A-ṣòro-ó-bini, ìjà àná.","Difficult-to-ask-about, yesterday’s quarrel.",A festering quarrel is a difficult issue to broach.,part6.docx,,
YOR3708,Aṣòroófinúhàn bí èké.,Difficult-to-confide-in like an unreliable person.,An untrue friend is not one to confide in.,part7.docx,,
YOR3709,Aṣòroógbé bi agọ̀-ọ Masiada; báa bá gbe níwájú a balẹ̀ lẹ́hìn; báa bá gbe lẹhìn a balẹ̀ níwájú.,"Difficult-to-wear like the costume of the Masiada masquerade; if one lifts it in front, it drags at the back; if one lifts it at the back, it drags in front.","In certain circumstances, nothing one does turns out right.",part7.docx,,
YOR3710,Aṣòroóṣe bí ohun tỌ́lọ́run ò fẹ́; adùnúnṣe bí ohun tỌ́lọ́run-ún ṣe tán.,Difficult-to-accomplish like something God disapproves of; easy-to-accomplish like something God is ready to do.,What does not please God is difficult to do; what pleases God is easily accomplished.,part7.docx,,
YOR3711,Aṣòroówí bí àrùn ìdílé.,Difficult-to-discuss like a hereditary dis ease.,Discussing the congenital disease of a family is a delicate matter.,part7.docx,,
YOR3712,"Ata loògùn ẹ̀mí; ẹ̀mí tí kò jata, ẹ̀mí yẹpẹrẹ.",Pepper is the medicine for life; a soul that does not eat pepper is an insignificant soul.,The benefits of pepper cannot be overesti mated.,part7.docx,,
YOR3713,Ata ò m pé òun ó dèélé.,Pepper had no idea it would end up in the house.,One cannot foretell what lies in one’s future.,part7.docx,,
YOR3714,Ataepo àti araepo ló mọ ohun tí wọ́n fi ńnuwọ́,The seller of palm oil and the buyer of palm oil both know what they use to wipe their hands.,People who share the same trade or secrets understand one another.,part7.docx,,
YOR3715,Àtàm̀pàkò baba ìka.,"Thumb, father of fingers.",The thumb is the chief among the fingers.,part7.docx,,
YOR3716,Àtàm̀pàkò ò ṣéé júwe kánkán.,The thumb is useless for pointing straight ahead.,Even an important tool is not proper for every task.,part7.docx,,
YOR3717,Àtàrí àjànàkú kì í ṣẹrù ọmọdé.,An elephant’s head is no load for a child.,There is a limit to what youth can accom plish.,part7.docx,,
YOR3718,Àtàtàkurá: ẹnu ẹyẹ ò ran òkúta.,An impossible task: the bird’s beak avails nothing against a rock.,The rock has noth ing to fear from the bird.,part7.docx,,
YOR3719,Àtè pẹyẹ mọyẹ kú.,Birdlime kills birds and causes the death of birds.,Birdlime is the nemesis of birds.,part7.docx,,
YOR3720,Atètèdélé ní ńjoyè ẹrú.,The-first-to-arrive-home assumes the ownership of slaves.,The race is to the swift.,part7.docx,,
YOR3721,Àtètègbà làtètèsan.,Early-arrival-at-terms means early payment.,Too-long haggling defers the enjoyment of the acquisition.,part7.docx,,
YOR3722,Àtètèlóbìnrin ò kan ọmọ bíbí.,Taking-a-wife-early has nothing to do with having children.,Marrying early does not guarantee having children early.,part7.docx,,
YOR3723,Àtètèsùn làtètèjí; ẹní tètè kú ló múlẹ̀ lọ́run,Going-to-sleep-early is rising early; the first Miscellany 465 to die is the homesteader in heaven.,The first arrival has the richest choice.,part7.docx,,
YOR3724,Atètèṣágba kì í mọ ọgbẹ́-ẹ́ ṣá bí aṣánisan.,The-first-to-wound-with-a-machete does not know how to wound like the-person who-wounds-in-retaliation.,Retaliation is usually more severe than the provocation.,part7.docx,,
YOR3725,Àtẹ̀gbé lẹsẹ̀ ńtẹ ọ̀nà.,Stepping-upon-without-repercussion is the way the foot steps on the path.,The path has no recourse against the foot that steps on it.,part7.docx,,
YOR3726,Àtẹ́lẹsẹ̀ àwẹ̀nù tó dojú ara-a rẹ̀ dẹ́lẹ̀.,The washed-in-vain sole sets its face down on the ground.,Avoid inconsistencies or senseless efforts.,part7.docx,,
YOR3727,Àtòlèsẹ̀ ní ńjẹ̀gbin nà.,It is the sole that eats the filth on the path.,One’s responsibilities often expose one to unwarranted abuse.,part7.docx,,
YOR3728,Àtẹ̀yún àtẹ̀wá là ńtẹ èkùrọ́ ojú nà.,"Stepping-on-while-going, stepping-on while-returning is the way one steps on the kernel in the path.",The ill-fated person can hope for no respite.,part7.docx,,
YOR3729,"Àtidé onígbàjámọ̀ là ḿmọ̀, a kì í mọ àtilọ.","One knows only of the arrival of the barber, not of his departure.","Once one has served one’s purpose, one is soon forgotten.",part7.docx,,
YOR3731,"Àtijẹun, ọ̀tọ̀tọ̀ ọ̀ràn.","Finding a means of livelihood, a formi dable problem.",Earning a living is no mean matter.,part7.docx,,
YOR3732,"Àtìkà àtoore, ọ̀kan kì í gbé.","Be it good or evil, neither goes for nought.",Good as well as evil will be requited.,part7.docx,,
YOR3733,"Àtilọ-ọ lámi-lámi là ńrí, a kì í rí àtibọ̀.","One sees only the departure of the dragon fly, never its return.","The boastful person proclaims his accomplishments beforehand, but is usually silent when he falls short.",part7.docx,,
YOR3734,"Àtíòro-ó jẹ̀gbá jẹlá, ó ní òun ò kú; ó ní bí gbogbo ẹyẹ ayé ti ńfò náà ni òun ńfò yí.","The allied hornbill eats garden eggs and eats okro and proclaims that it has not died; it says that just as other birds on earth fly around, so it also does.","However tough the times, whoever will survive will sur vive.",part7.docx,,
YOR3735,"Àtípìjí, a-wúwo-bí-àtẹ-ìbànùjẹ́;ìbànùjẹ́ dorí àgbà kodò","A mighty problem, heavy-as-a-tray-of sadness; sadness causes an elder to hang his head.",Heavy sadness prostrates even an elder.,part7.docx,,
YOR3736,Àtiràbọn ò tó àtirẹ̀tù; ọjọ́ kan là ńra ìbọn; ojoojúm là ńrẹ̀tù.,"Buying-a-gun is nothing like buying gun powder; one buys a gun only on one day, but one buys powder every day.",Making an impressive purchase is one thing; being able to maintain the thing purchased is quite another.,part7.docx,,
YOR3737,Àtiwáyé ìlẹ̀kẹ̀ alágídígba ò ṣẹhìn èkùrọ́,The incarnation of the lágídígba bead will not be in the absence of the palm kernel.,"Nothing can be done in the absence of a person whose consent is all-important, o",part7.docx,,
YOR3738,"Atúmálọ̀ọ́yún, aràmáṣèdin, agbẹmánìí sẹ̀ẹ́pẹ́.","It-bursts-without-pus, it-rots-without maggots, it-dries-without-scales.",It is never as one would expect but stops halfway.,part7.docx,,
YOR3739,Atúnniṣe ò pọ̀ bí abanijẹ́.,Those-who-groom-people are not as many as those-who-soil-people.,There are far more detractors than praisers.,part7.docx,,
YOR3741,Awo kan ò sí nínú awo ẹ̀wà.,There is nothing inscrutable about beans.,Common knowledge is nobody’s mo nopoly.,part7.docx,,
YOR3742,Àwo ò m pé òun ó jata.,The plate did not know that it would eat pepper.,Some boons one does not work for or anticipate.,part7.docx,,
YOR3743,Àwòdì jẹun èpè sanra,The hawk feeds fat on accursed food.,One cannot worry too much about offending people,part7.docx,,
YOR3744,"Àwòdì ńrà, inú aládìẹ́ bàjẹ́.","The hawk hovers, and the owner of chickens becomes unhappy.",The appearance of one’s enemy never fails to displease.,part7.docx,,
YOR3745,Àwòdì ò náání à ńkùngbẹ́; igí wó ẹyẹ́ fò lọ.,"The hawk is not bothered that the forest is being burned; the tree crashes, and the bird flies away.",Some people are immune to certain perils.,part7.docx,,
YOR3746,"Àwòdì ò sí ńlé, kan-na-kán-ná ńṣe bí ọba lóko.","The hawk is away, and the crow behaves like a king on the farm.","In the absence of the hawk, the crow is king.",part7.docx,,
YOR3748,"Àwòdì tó bà lé òrùlé; ojú tólé, ojú tóko.",The hawk that alights on a roof: the eyes see the home and the eyes see the farm.,One perched on high can see near and far.,part7.docx,,
YOR3749,"Àwòdì-í lọ re ìyà, wón ní ẹyẹ́ sà lọ.","The hawk goes to molt, and they say the bird has fled.",Those who do not know why one does what one does choose the explanation they prefer.,part7.docx,,
YOR3750,Àwòdì-í sọ olówó adìẹ di wèrè.,The hawk makes a maniac of the owner of chicks,The imperative of protecting one’s property sometimes makes one do strange things.,part7.docx,,
YOR3751,Miscellany 467 chicks.,A reference to the curses that attend the hawk’s snatching of chicks,The imperative of protecting one’s property sometimes makes one do strange things.,part7.docx,DROP,
YOR3752,"Àwòkó, wọ́n ní o bú ọba; ó ní ìgbà wo lòún ráyè bú ọba, kí òun tó kọ igba láàárọ̀, igba lọ́sànán; igba lálẹ́?","Àwòko, they say you insulted the king; it replies, when would I have the time to insult the king, given the task of singing two hun dred songs in the morning, two hundred in the afternoon, and two hundred at night? ",Too elaborate alibis call for a close look.,part7.docx,,
YOR3753,Àwòmọ́jú kì í pọ̀tá; mọ́jú-mọ́jú lọrùn ńdùn.,Disdainful looks do not kill an enemy; it is the looker who suffers neck strain.,"If there is nothing one can do to one’s enemy, looking at him disdainfully is no substitute.",part7.docx,,
YOR3754,Awoníní kọjá àlùkùráni.,Possession of charms is more efficacious than carrying a Koran.,A sure medicine is preferable to faith in religion.,part7.docx,,
YOR3755,"Àwòrán ṣètè kólóbó, igi tá-a bá gbọléhín ò lè bunijẹ.","An image with its small lips, a piece of wood whose teeth one carved cannot bite one.",A sculpture one carves with one’s hands cannot do harm.,part7.docx,,
YOR3756,"Àwòsùn-ùn, àwònù lẹkùn ńwẹyẹ òkè.",It is a frustrated stare and pointless watching that the leopard directs at the bird flying high above.,"When a person is beyond one’s control or discipline, all one can do is stare at him or her.",part7.docx,,
YOR3757,Awọ nídìí àdá ò wí pé kí àdá má kàn án.,Wrapping the hilt in leather will not keep a machete from breaking. 468 truisms,There is a limit to what one can do to prevent occupational disasters.,part7.docx,,
YOR3758,Awọ́ni ní ńfìdí ara-a rẹ̀ lànà fún ẹni tí ńwọ́ lọ.,He who drags a person uses his buttocks to clear the bush for the person he is dragging.,Victimizing another person does not leave oneself unscathed.,part7.docx,,
YOR3759,"Àwúyẹ́wúyẹ́, àròyé ọ̀tẹ̀ wọ́n ní kí wọ́n tún ìlú sẹ, wọ́n fẹ́ẹ́ tú ìlú.","Clandestine whispering, the devious con versation of plotting; they were urged to improve conditions in the town, but they would rather destroy it.",Clandestine plot ters would rather engage in secret designs to ruin the community than work for its improvement.,part7.docx,,
YOR3760,Àyà ọmọdé ni wèré dì sí; ọrẹ́ la fi ńjá a.,Insanity is bunched on the chest of the child; it is a whip that one uses to dislodge it.,A whip is the surest cure for a child’s misbehavior.,part7.docx,,
YOR3761,Aya-méè-rọ́mọ-rí ní ńtanna wo oyún ọ̀gànjọ́.,Wife-I-have-never-seen-a-child-before is the one who lights a lamp in the middle of the night to look at a pregnancy.,A person new to a privilege is usually not noted for moderation in its exercise.,part7.docx,,
YOR3762,Ayé àgbẹ̀ bí àjẹrọ̀run,A farmer’s lifestyle is like something out of this world.,Farm dwellers know no social constraints.,part7.docx,,
YOR3763,Ayé àkámarà! Ayé lè pa ìràwọ̀ dà.,Untrustworthy humankind! Humankind can alter people’s destiny.,People are not to be trusted.,part7.docx,,
YOR3764,Ayé di lẹhẹ-n-hẹ: ẹyin adìẹ́ tókè wá fìpón.,The world has turned awry: a chicken egg drops from above and breaks a wooden spoon below.,"When a raw egg breaks a spoon, the world has turned upside down.",part7.docx,,
YOR3765,"Ayé jìn, kò lópin; ibi tí ẹsẹ̀ ò dé lógún ọdún ò ló-ǹ-kà.",The world is so vast that there is no end to it; the places a person’s feet cannot reach in twenty years are uncountable.,No one can claim to know all there is of the world.,part7.docx,,
YOR3766,Ayé kì í di pọlọru ká fẹs rọrí sùn.,The world is never so disrupted that one rests one’s head on one’s legs to sleep.,"How ever the world turns, a person does not suffer the same fate as a chicken.",part7.docx,,
YOR3767,Ayé le; bí o bá a o pa á; bí o ò bá a o bù ú lẹ́kẹ̀.,"Humankind is awesome: if you catch up with him, kill him; if you are unable to, put a hex on his footprint.",Humans’ evil machi nations are formidable; people will explore all means to injure others.,part7.docx,,
YOR3768,"Ayé le, èèyàn-án burú ju ẹkùn.",The world is tough; people are more evil than the leopard.,Living among people is full of peril.,part7.docx,,
YOR3769,Ayé ńretí ẹlẹ́yà; níbo ni wọ́n fi ti Olúwa sí?,The world waits expectantly for one’s dis grace; to what place have they relegated God’s purpose?,People hope for a person’s disgrace without considering what God might wish.,part7.docx,,
YOR3770,Ayé ó fẹ́ kà ru ẹrù ká sọ̀; orí ẹni ní ńsọni.,The world does not wish that one rid oneself of the burden one carries; it is one’s head that relieves one.,Other people do not wish one good fortune; each person’s guardian spirit ensures his or her good fortune. See also the next entry.,part7.docx,,
YOR3771,Ayé ó fẹ́ni fòrọ̀ àfi orí ẹni.,The world does not wish one to prosper; only one’s own head does.,"Only one’s guardian spirit, not other people, wishes one to prosper. ",part7.docx,,
YOR3772,Ayé ò lọ́ràá: ọjọ́ a rí kéré ká jẹ kéré; ọjọ́ a rí wọ̀mù ká jẹ wọ̀mù; àgbà kì í ṣubú yẹ̀gẹ̀ kó da ti ikùn sílẹ̀; oun a bá jẹ ní ḿbani lọ.,"There is no fat to this world: when one has only a little, one should eat only a little; when one has a great deal, one should eat a great deal; an elder does not fall and spill what is in his stomach; it is what one has eaten that goes with one.",The future is uncertain; one should therefore live ac cording to one’s present circumstances; the only thing that can go with one in death is what one has already enjoyed. Compare 3981.,part7.docx,,
YOR3773,Ayé ò ríni nígbà tí a sun ọ̀gẹ̀dẹ̀ jẹ; ìgbà tí a fi gúsí seb tó pọ́n bí edé layé ríni.,The world pays no attention when one has to roast plantains for food; it is only when one cooks melon-seed stew that is as pink as shrimps that the world pays attention.,People have time only for those whose stars are ascending.,part7.docx,,
YOR3774,Ayò kì í jẹ ká yẹ̀ ẹ́.,One does not hit the jackpot in the game of ayò and refuse to collect.,One does not turn one’s back on good fortune.,part7.docx,,
YOR3775,Ayo òtòṣì lọl r ńfọwọ́ tẹ̀ níkùn.,It is a satiated poor person that a rich person may poke in the stomach with a finger.,The poor person’s abundance does not impress a wealthy person.,part7.docx,,
YOR3776,Ayọ̀ abaratíńtín.,"Happiness, a thing with a frail constitution.",Happiness is fickle.,part7.docx,,
